,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,range,Average,GT1400,DailyTrend,Calculated Column
141,HDFCBANK,EQ,2016-12-14,1186.25,1187.0,1188.0,1173.4,       1177.40,1175.7,1178.72,1078536,1271292719.8,34818,604485,56.05,14.599999999999909,1181.35,0,Negative,1181.35
143,HDFCBANK,EQ,2016-12-15,1175.7,1164.2,1194.5,1163.6,       1177.35,1176.6,1179.94,1235372,1457665899.5,36142,509424,41.24,30.90000000000009,1170.4,0,Positive,12.399999999999864
144,HDFCBANK,EQ,2016-12-16,1176.6,1176.6,1185.0,1171.55,       1185.00,1182.3,1178.42,813957,959185075.25,19790,383001,47.05,13.450000000000045,1179.4499999999998,0,Positive,5.7000000000000455
145,HDFCBANK,EQ,2016-12-19,1182.3,1176.8,1179.5,1170.5,       1175.15,1176.75,1176.34,790109,929440586.25,28802,372474,47.14,9.0,1176.775,0,Negative,1176.775
146,HDFCBANK,EQ,2016-12-20,1176.75,1176.0,1185.0,1171.7,       1183.00,1181.9,1178.85,1047498,1234846928.7,14370,583566,55.71,13.299999999999955,1178.95,0,Positive,5.900000000000091
147,HDFCBANK,EQ,2016-12-21,1181.9,1184.0,1185.0,1175.0,       1177.10,1180.0,1180.02,664719,784382918.55,16518,351330,52.85,10.0,1182.0,0,Negative,1182.0
149,HDFCBANK,EQ,2016-12-22,1180.0,1176.4,1179.5,1168.4,       1171.00,1173.1,1172.68,701429,822549545.25,16113,384530,54.82,11.099999999999909,1174.75,0,Negative,1174.75
151,HDFCBANK,EQ,2016-12-23,1173.1,1171.0,1189.25,1169.3,       1186.10,1186.25,1182.23,1188129,1404637970.0,22069,750916,63.2,19.950000000000045,1178.625,0,Positive,15.25
153,HDFCBANK,EQ,2016-12-26,1186.25,1178.55,1186.1,1170.1,       1177.30,1175.0,1176.14,1045966,1230203112.25,29237,653660,62.49,16.0,1176.775,0,Negative,1176.775
154,HDFCBANK,EQ,2016-12-27,1175.0,1179.3,1186.9,1173.9,       1186.00,1185.2,1179.76,1224824,1444997293.8,24221,945218,77.17,13.0,1182.25,0,Positive,5.900000000000091
155,HDFCBANK,EQ,2016-12-28,1185.2,1189.9,1194.95,1181.0,       1185.75,1186.75,1189.23,1626960,1934832346.1,25378,1119130,68.79,13.950000000000045,1188.325,0,Negative,1188.325
156,HDFCBANK,EQ,2016-12-29,1186.75,1185.0,1207.95,1181.45,       1203.00,1205.2,1198.17,2025204,2426542149.85,29459,1535490,75.82,26.5,1195.1,0,Positive,20.200000000000045
157,HDFCBANK,EQ,2016-12-30,1205.2,1200.0,1212.0,1199.95,       1202.90,1206.2,1206.05,1016635,1226114997.15,28865,588546,57.89,12.049999999999955,1203.1,0,Positive,6.2000000000000455
158,HDFCBANK,EQ,2017-01-02,1206.2,1209.45,1210.1,1192.05,       1198.05,1197.1,1198.08,927164,1110816496.4,36225,531525,57.33,18.049999999999955,1203.275,0,Negative,1203.275
159,HDFCBANK,EQ,2017-01-03,1197.1,1200.8,1201.95,1185.75,       1190.00,1189.9,1192.5,961875,1147035229.9,21734,574034,59.68,16.200000000000045,1195.35,0,Negative,1195.35
160,HDFCBANK,EQ,2017-01-04,1189.9,1189.85,1192.0,1183.8,       1188.80,1185.5,1187.86,1741780,2068989959.75,28925,1227791,70.49,8.200000000000045,1187.675,0,Negative,1187.675
161,HDFCBANK,EQ,2017-01-05,1185.5,1189.0,1194.5,1183.1,       1185.00,1186.2,1186.93,1694096,2010773873.45,35946,1138929,67.23,11.400000000000091,1187.6,0,Negative,1187.6
163,HDFCBANK,EQ,2017-01-06,1186.2,1190.1,1198.4,1188.2,       1194.50,1193.65,1192.99,1381315,1647897004.25,31658,878454,63.6,10.200000000000045,1191.875,0,Positive,3.550000000000182
165,HDFCBANK,EQ,2017-01-09,1193.65,1198.85,1204.15,1192.15,       1194.60,1195.2,1197.47,1143449,1369243562.65,32660,609266,53.28,12.0,1197.025,0,Negative,1197.025
166,HDFCBANK,EQ,2017-01-10,1195.2,1196.2,1216.8,1195.3,       1215.80,1214.35,1208.44,1386529,1675530484.05,26856,743091,53.59,21.5,1205.275,0,Positive,18.149999999999864
167,HDFCBANK,EQ,2017-01-11,1214.35,1217.5,1238.1,1215.5,       1230.60,1234.0,1229.29,2335851,2871447931.1,37280,1457613,62.4,22.59999999999991,1225.75,0,Positive,16.5
168,HDFCBANK,EQ,2017-01-12,1234.0,1235.0,1243.7,1225.5,       1235.00,1235.0,1232.72,729079,898753543.6,16117,322314,44.21,18.200000000000045,1235.0,0,Positive,0.0
170,HDFCBANK,EQ,2017-01-13,1235.0,1239.0,1239.7,1228.6,       1234.85,1232.5,1230.97,962603,1184938064.9,26665,641591,66.65,11.100000000000136,1235.75,0,Negative,1235.75
172,HDFCBANK,EQ,2017-01-16,1232.5,1233.5,1249.45,1232.8,       1249.40,1247.65,1243.17,941466,1170399194.85,19324,560059,59.49,16.65000000000009,1240.575,0,Positive,14.150000000000091
173,HDFCBANK,EQ,2017-01-17,1247.65,1247.0,1252.4,1236.25,       1238.00,1238.5,1240.11,889903,1103576053.25,11938,645873,72.58,16.15000000000009,1242.75,0,Negative,1242.75
174,HDFCBANK,EQ,2017-01-18,1238.5,1240.9,1256.0,1240.85,       1245.00,1242.6,1245.98,1153222,1436889550.4,13935,830700,72.03,15.150000000000091,1241.75,0,Positive,1.699999999999818
175,HDFCBANK,EQ,2017-01-19,1242.6,1244.9,1244.9,1235.0,       1236.00,1236.3,1238.18,878103,1087253693.5,17737,668532,76.13,9.900000000000091,1240.6,0,Negative,1240.6
176,HDFCBANK,EQ,2017-01-20,1236.3,1236.0,1245.0,1230.0,       1236.00,1236.35,1236.63,3485517,4310295273.9,22849,1131929,32.48,15.0,1236.175,0,Positive,0.34999999999990905
177,HDFCBANK,EQ,2017-01-23,1236.35,1236.0,1250.0,1235.8,       1247.90,1244.65,1243.28,1198462,1490024964.2,16822,775795,64.73,14.200000000000045,1240.325,0,Positive,8.650000000000091
178,HDFCBANK,EQ,2017-01-24,1244.65,1250.0,1271.5,1249.25,       1269.80,1267.55,1259.62,2565466,3231523373.65,42319,1317429,51.35,22.25,1258.775,0,Positive,17.549999999999955
179,HDFCBANK,EQ,2017-01-25,1267.55,1272.6,1295.6,1270.1,       1285.00,1290.6,1283.33,3909246,5016854203.8,43213,2729465,69.82,25.5,1281.6,0,Positive,18.0
181,HDFCBANK,EQ,2017-01-27,1290.6,1299.0,1300.0,1288.0,       1292.25,1291.9,1294.12,1713059,2216896148.85,44456,1236374,72.17,12.0,1295.45,0,Negative,1295.45
182,HDFCBANK,EQ,2017-01-30,1291.9,1292.95,1292.95,1280.55,       1283.00,1284.95,1284.17,1329907,1707832851.7,29492,921282,69.27,12.400000000000091,1288.95,0,Negative,1288.95
183,HDFCBANK,EQ,2017-01-31,1284.95,1282.4,1292.7,1277.0,       1284.00,1286.65,1286.42,1525260,1962118650.65,31674,1119635,73.41,15.700000000000045,1284.525,0,Positive,4.25
184,HDFCBANK,EQ,2017-02-01,1286.65,1286.2,1310.0,1280.5,       1307.05,1305.7,1296.22,2727666,3535647781.2,35707,1732314,63.51,29.5,1295.95,0,Positive,19.5
185,HDFCBANK,EQ,2017-02-02,1305.7,1305.7,1305.7,1292.6,       1299.90,1298.7,1297.53,1492909,1937096728.05,41213,960795,64.36,13.100000000000136,1302.2,0,Negative,1302.2
186,HDFCBANK,EQ,2017-02-03,1298.7,1299.0,1316.0,1296.5,       1308.25,1311.05,1307.93,2001276,2617529578.8,34216,1177119,58.82,19.5,1305.025,0,Positive,12.049999999999955
188,HDFCBANK,EQ,2017-02-06,1311.05,1312.3,1320.0,1311.45,       1313.75,1314.1,1315.54,1077555,1417569144.35,27295,663293,61.56,8.549999999999955,1313.1999999999998,0,Positive,1.7999999999999545
190,HDFCBANK,EQ,2017-02-07,1314.1,1316.0,1318.0,1302.95,       1307.00,1307.15,1308.36,852980,1116001220.6,10789,548839,64.34,15.049999999999955,1311.575,0,Negative,1311.575
192,HDFCBANK,EQ,2017-02-08,1307.15,1307.55,1318.7,1298.15,       1313.40,1305.65,1308.54,1235240,1616364467.85,18441,772127,62.51,20.549999999999955,1306.6,0,Negative,1306.6
193,HDFCBANK,EQ,2017-02-09,1305.65,1309.4,1319.9,1292.55,       1299.70,1297.65,1300.43,1116344,1451723533.15,16802,697108,62.45,27.350000000000136,1303.525,0,Negative,1303.525
194,HDFCBANK,EQ,2017-02-10,1297.65,1298.35,1308.75,1298.0,       1306.95,1303.6,1303.18,824184,1074061038.1,18728,519927,63.08,10.75,1300.975,0,Positive,5.25
195,HDFCBANK,EQ,2017-02-13,1303.6,1307.55,1315.0,1299.2,       1311.25,1310.2,1308.2,698948,914363830.45,13107,354175,50.67,15.799999999999955,1308.875,0,Positive,2.650000000000091
196,HDFCBANK,EQ,2017-02-14,1310.2,1314.0,1314.0,1304.0,       1312.25,1311.1,1310.53,611515,801406581.3,11044,388475,63.53,10.0,1312.55,0,Negative,1312.55
197,HDFCBANK,EQ,2017-02-15,1311.1,1312.0,1324.0,1307.45,       1320.10,1322.2,1319.18,1531735,2020629387.15,30033,860763,56.2,16.549999999999955,1317.1,0,Positive,10.200000000000045
198,HDFCBANK,EQ,2017-02-16,1322.2,1323.0,1333.0,1320.25,       1328.25,1327.9,1327.69,1260925,1674116408.45,32225,786097,62.34,12.75,1325.45,0,Positive,4.900000000000091
199,HDFCBANK,EQ,2017-02-17,1327.9,1445.0,1454.0,1360.45,       1375.00,1377.05,1418.39,100564990,142639995863.65,547304,66696831,66.32,93.54999999999995,1411.025,0,Negative,1411.025
201,HDFCBANK,EQ,2017-02-20,1377.05,1361.2,1415.45,1359.15,       1411.35,1409.1,1391.53,2641679,3675966278.45,44489,1127250,42.67,56.299999999999955,1385.15,1,Positive,47.899999999999864
203,HDFCBANK,EQ,2017-02-21,1409.1,1406.05,1421.8,1397.4,       1412.00,1415.55,1407.76,1565007,2203147449.7,29499,722851,46.19,24.399999999999864,1410.8,1,Positive,9.5
204,HDFCBANK,EQ,2017-02-22,1415.55,1415.0,1418.8,1394.85,       1403.80,1399.15,1406.18,1324194,1862053476.35,32386,682305,51.53,23.950000000000045,1407.075,0,Negative,1407.075
206,HDFCBANK,EQ,2017-02-23,1399.15,1403.8,1421.35,1387.05,       1391.00,1394.3,1404.96,8623745,12116054307.25,57150,5792871,67.17,34.299999999999955,1399.05,0,Negative,1399.05
208,HDFCBANK,EQ,2017-02-27,1394.3,1390.9,1398.35,1378.6,       1390.00,1393.6,1391.6,1170344,1628652070.8,30054,629694,53.8,19.75,1392.25,0,Positive,2.699999999999818
210,HDFCBANK,EQ,2017-02-28,1393.6,1392.9,1396.25,1384.5,       1390.10,1390.1,1390.32,732002,1017716983.3,19486,419598,57.32,11.75,1391.5,0,Negative,1391.5
212,HDFCBANK,EQ,2017-03-01,1390.1,1396.45,1396.5,1386.4,       1393.05,1391.65,1390.47,870434,1210310328.6,21777,527063,60.55,10.099999999999909,1394.0500000000002,0,Negative,1394.0500000000002
213,HDFCBANK,EQ,2017-03-02,1391.65,1394.55,1396.0,1376.25,       1377.15,1380.1,1388.39,1150497,1597333534.95,21120,642637,55.86,19.75,1387.3249999999998,0,Negative,1387.3249999999998
214,HDFCBANK,EQ,2017-03-03,1380.1,1384.5,1384.5,1369.0,       1376.95,1377.0,1373.26,623206,855824200.45,14316,362325,58.14,15.5,1380.75,0,Negative,1380.75
215,HDFCBANK,EQ,2017-03-06,1377.0,1376.8,1389.9,1373.1,       1381.85,1380.75,1382.96,919781,1272017924.35,15174,690390,75.06,16.800000000000182,1378.775,0,Positive,3.9500000000000455
216,HDFCBANK,EQ,2017-03-07,1380.75,1382.25,1387.5,1376.2,       1387.00,1386.2,1383.79,778219,1076892207.1,15376,527798,67.82,11.299999999999955,1384.225,0,Positive,3.9500000000000455
217,HDFCBANK,EQ,2017-03-08,1386.2,1387.9,1399.2,1381.05,       1392.80,1392.2,1391.29,945536,1315514113.4,18651,613625,64.9,18.15000000000009,1390.0500000000002,0,Positive,4.2999999999999545
219,HDFCBANK,EQ,2017-03-09,1392.2,1381.65,1398.7,1381.65,       1396.00,1394.2,1391.2,877329,1220543994.7,28876,513578,58.54,17.049999999999955,1387.9250000000002,0,Positive,12.549999999999955
221,HDFCBANK,EQ,2017-03-10,1394.2,1395.0,1408.0,1393.15,       1407.45,1400.1,1398.73,1465176,2049387073.75,31432,1044220,71.27,14.849999999999909,1397.55,1,Positive,5.099999999999909
223,HDFCBANK,EQ,2017-03-14,1400.1,1422.1,1424.15,1406.65,       1406.65,1410.7,1411.99,1788755,2525703810.15,27773,1293709,72.32,17.5,1416.4,1,Negative,1416.4
224,HDFCBANK,EQ,2017-03-15,1410.7,1410.95,1420.0,1410.55,       1418.95,1416.6,1415.42,1067965,1511621072.25,20324,789554,73.93,9.450000000000045,1413.775,1,Positive,5.649999999999864
225,HDFCBANK,EQ,2017-03-16,1416.6,1418.1,1422.85,1413.65,       1421.00,1417.35,1417.78,1245027,1765172286.9,25085,865624,69.53,9.199999999999818,1417.725,1,Negative,1417.725
226,HDFCBANK,EQ,2017-03-17,1417.35,1418.55,1427.5,1412.85,       1426.50,1425.85,1423.0,847616,1206153849.1,12971,512248,60.43,14.650000000000091,1422.1999999999998,1,Positive,7.2999999999999545
228,HDFCBANK,EQ,2017-03-20,1425.85,1426.65,1439.85,1425.95,       1436.00,1436.1,1436.37,2035586,2923848080.9,16008,1674293,82.25,13.899999999999864,1431.375,1,Positive,9.449999999999818
230,HDFCBANK,EQ,2017-03-21,1436.1,1434.0,1445.0,1434.0,       1442.80,1440.95,1441.36,1389320,2002508334.65,25259,1026318,73.87,11.0,1437.475,1,Positive,6.9500000000000455
231,HDFCBANK,EQ,2017-03-22,1440.95,1427.7,1437.0,1425.8,       1429.00,1430.9,1430.73,1409136,2016093463.0,28928,909230,64.52,11.200000000000045,1429.3000000000002,1,Positive,3.2000000000000455
232,HDFCBANK,EQ,2017-03-23,1430.9,1434.4,1435.0,1422.9,       1430.00,1430.9,1428.73,1230618,1758221773.05,17085,910367,73.98,12.099999999999909,1432.65,1,Negative,1432.65
233,HDFCBANK,EQ,2017-03-24,1430.9,1433.0,1434.45,1422.0,       1424.00,1424.35,1427.54,952591,1359861389.7,23104,571937,60.04,12.450000000000045,1428.675,1,Negative,1428.675
235,HDFCBANK,EQ,2017-03-27,1424.35,1424.0,1424.0,1404.05,       1411.95,1409.85,1412.28,1466021,2070426432.0,16394,964011,65.76,19.950000000000045,1416.925,1,Negative,1416.925
237,HDFCBANK,EQ,2017-03-28,1409.85,1418.3,1424.7,1413.1,       1421.10,1420.2,1421.69,2015350,2865203613.6,21101,1636848,81.22,11.600000000000136,1419.25,1,Positive,1.900000000000091
239,HDFCBANK,EQ,2017-03-29,1420.2,1420.8,1434.8,1420.0,       1429.55,1428.6,1428.63,2143943,3062897508.45,37466,1628982,75.98,14.799999999999955,1424.6999999999998,1,Positive,7.7999999999999545
240,HDFCBANK,EQ,2017-03-30,1428.6,1428.0,1479.95,1425.05,       1460.00,1466.2,1462.08,8580273,12545027532.35,56068,5774278,67.3,54.90000000000009,1447.1,1,Positive,38.200000000000045
242,HDFCBANK,EQ,2017-03-31,1466.2,1453.8,1454.0,1436.55,       1440.00,1442.55,1442.01,2412848,3479360861.7,38453,1474512,61.11,17.450000000000045,1448.175,1,Negative,1448.175
243,HDFCBANK,EQ,2017-04-03,1442.55,1446.0,1450.1,1426.0,       1430.90,1433.2,1433.35,1037263,1486760001.6,18222,575290,55.46,24.09999999999991,1439.6,1,Negative,1439.6
244,HDFCBANK,EQ,2017-04-05,1433.2,1435.25,1446.5,1427.55,       1427.55,1432.35,1437.51,1436020,2064295266.45,26605,950922,66.22,18.950000000000045,1433.8,1,Negative,1433.8
246,HDFCBANK,EQ,2017-04-06,1432.35,1431.5,1443.0,1425.05,       1435.35,1438.5,1434.76,1531104,2196759338.35,27986,1041786,68.04,17.950000000000045,1435.0,1,Positive,7.0
247,HDFCBANK,EQ,2017-04-07,1438.5,1431.05,1445.0,1428.6,       1440.00,1438.85,1439.23,1162090,1672516779.15,27610,759058,65.32,16.40000000000009,1434.9499999999998,1,Positive,7.7999999999999545
248,HDFCBANK,EQ,2017-04-10,1438.85,1443.0,1443.0,1432.65,       1435.00,1434.15,1436.68,848469,1218980808.25,16093,461930,54.44,10.349999999999909,1438.575,1,Negative,1438.575
249,HDFCBANK,EQ,2017-04-11,1434.15,1434.0,1441.2,1431.5,       1436.00,1439.5,1436.05,1089065,1563952789.0,23156,783544,71.95,9.700000000000045,1436.75,1,Positive,5.5
250,HDFCBANK,EQ,2017-04-12,1439.5,1439.0,1449.95,1435.5,       1441.25,1443.7,1443.6,891273,1286645981.95,22330,469695,52.7,14.450000000000045,1441.35,1,Positive,4.7000000000000455
252,HDFCBANK,EQ,2017-04-13,1443.7,1443.0,1448.9,1437.05,       1440.00,1440.3,1441.73,1201059,1731604795.5,13282,983766,81.91,11.850000000000136,1441.65,1,Negative,1441.65
254,HDFCBANK,EQ,2017-04-17,1440.3,1440.3,1443.8,1428.25,       1439.55,1436.8,1433.42,1784264,2557590931.55,29050,1323652,74.18,15.549999999999955,1438.55,1,Negative,1438.55
255,HDFCBANK,EQ,2017-04-18,1436.8,1440.0,1455.0,1438.0,       1443.20,1447.3,1448.74,909715,1317941331.8,14523,541319,59.5,17.0,1443.65,1,Positive,7.2999999999999545
257,HDFCBANK,EQ,2017-04-19,1447.3,1447.0,1456.75,1438.0,       1453.00,1449.0,1446.58,1084536,1568870622.8,16418,648996,59.84,18.75,1448.0,1,Positive,2.0
258,HDFCBANK,EQ,2017-04-20,1449.0,1453.0,1466.05,1452.95,       1462.30,1462.15,1461.72,1445343,2112688671.3,38616,991155,68.58,13.099999999999909,1457.575,1,Positive,9.150000000000091
259,HDFCBANK,EQ,2017-04-21,1462.15,1466.0,1499.0,1453.3,       1498.70,1496.6,1482.06,4314508,6394353241.15,76583,1477591,34.25,45.700000000000045,1481.3,1,Positive,30.59999999999991
260,HDFCBANK,EQ,2017-04-24,1496.6,1498.1,1539.0,1497.0,       1532.00,1533.05,1527.25,5051738,7715254332.15,75353,2709081,53.63,42.0,1515.5749999999998,1,Positive,34.950000000000045
262,HDFCBANK,EQ,2017-04-25,1533.05,1535.05,1545.5,1529.6,       1539.25,1537.05,1537.68,2264445,3481999951.5,45495,1540233,68.02,15.900000000000091,1536.05,1,Positive,2.0
263,HDFCBANK,EQ,2017-04-26,1537.05,1542.95,1553.0,1468.45,       1552.95,1550.65,1546.13,1948963,3013353454.5,41591,986789,50.63,84.54999999999995,1546.8000000000002,1,Positive,7.7000000000000455
264,HDFCBANK,EQ,2017-04-27,1550.65,1546.1,1573.95,1546.1,       1554.00,1568.6,1565.15,4045105,6331191310.55,41855,2592498,64.09,27.850000000000136,1557.35,1,Positive,22.5
265,HDFCBANK,EQ,2017-04-28,1568.6,1559.9,1559.9,1537.1,       1545.00,1546.5,1544.82,1359432,2100076746.55,25722,886321,65.2,22.800000000000182,1553.2,1,Negative,1553.2
266,HDFCBANK,EQ,2017-05-02,1546.5,1547.0,1550.9,1530.35,       1542.85,1540.6,1540.81,1001760,1543518049.65,17111,654978,65.38,20.550000000000182,1543.8,1,Negative,1543.8
267,HDFCBANK,EQ,2017-05-03,1540.6,1554.25,1554.25,1539.35,       1541.05,1544.3,1543.93,626991,968031267.2,13977,329255,52.51,14.900000000000091,1549.275,1,Negative,1549.275
268,HDFCBANK,EQ,2017-05-04,1544.3,1539.25,1542.9,1522.6,       1533.50,1534.8,1529.35,1282757,1961782631.7,28722,768776,59.93,20.300000000000182,1537.025,1,Negative,1537.025
270,HDFCBANK,EQ,2017-05-05,1534.8,1542.1,1542.9,1526.3,       1531.00,1532.2,1531.86,689474,1056176850.6,20311,322076,46.71,16.600000000000136,1537.15,1,Negative,1537.15
271,HDFCBANK,EQ,2017-05-08,1532.2,1538.0,1540.0,1528.55,       1532.60,1534.8,1533.56,936813,1436656654.5,35872,603334,64.4,11.450000000000045,1536.4,1,Negative,1536.4
272,HDFCBANK,EQ,2017-05-09,1534.8,1534.8,1545.6,1532.65,       1533.90,1535.75,1537.87,836459,1286367997.95,25182,595730,71.22,12.949999999999818,1535.275,1,Positive,0.9500000000000455
273,HDFCBANK,EQ,2017-05-10,1535.75,1540.0,1555.0,1537.05,       1554.00,1551.8,1548.16,585561,906540275.6,11399,308047,52.61,17.950000000000045,1545.9,1,Positive,11.799999999999955
274,HDFCBANK,EQ,2017-05-11,1551.8,1551.0,1560.0,1541.0,       1543.00,1546.4,1551.42,968936,1503227834.75,26482,628863,64.9,19.0,1548.7,1,Negative,1548.7
275,HDFCBANK,EQ,2017-05-12,1546.4,1545.9,1556.9,1536.2,       1554.00,1551.65,1542.32,1536901,2370390260.75,18358,995615,64.78,20.700000000000045,1548.775,1,Positive,5.75
276,HDFCBANK,EQ,2017-05-15,1551.65,1550.0,1557.2,1542.25,       1553.00,1553.4,1550.73,701195,1087367599.8,15104,309282,44.11,14.950000000000045,1551.7,1,Positive,3.400000000000091
278,HDFCBANK,EQ,2017-05-16,1553.4,1555.0,1562.0,1548.25,       1561.85,1559.65,1555.11,897594,1395856787.25,21073,347734,38.74,13.75,1557.325,1,Positive,4.650000000000091
279,HDFCBANK,EQ,2017-05-17,1559.65,1558.8,1565.4,1551.5,       1557.50,1557.15,1557.51,868118,1352102516.9,32732,367931,42.38,13.900000000000091,1557.975,1,Negative,1557.975
281,HDFCBANK,EQ,2017-05-18,1557.15,1549.0,1561.5,1548.1,       1557.50,1557.1,1556.99,776820,1209499656.15,13648,518101,66.7,13.400000000000091,1553.05,1,Positive,8.099999999999909
283,HDFCBANK,EQ,2017-05-19,1557.1,1559.5,1569.9,1545.25,       1568.05,1561.25,1556.93,713534,1110925609.25,18458,296680,41.58,24.65000000000009,1560.375,1,Positive,1.75
285,HDFCBANK,EQ,2017-05-22,1561.25,1565.1,1580.0,1563.1,       1579.00,1576.0,1572.46,715013,1124331912.15,24974,413491,57.83,16.90000000000009,1570.55,1,Positive,10.900000000000091
286,HDFCBANK,EQ,2017-05-23,1576.0,1580.0,1583.55,1565.0,       1569.00,1569.1,1575.09,770043,1212889747.95,17873,489628,63.58,18.549999999999955,1574.55,1,Negative,1574.55
288,HDFCBANK,EQ,2017-05-24,1569.1,1569.05,1575.45,1562.0,       1567.00,1566.75,1566.76,866847,1358143699.6,34901,615909,71.05,13.450000000000045,1567.9,1,Negative,1567.9
289,HDFCBANK,EQ,2017-05-25,1566.75,1567.1,1629.4,1567.1,       1613.25,1617.15,1605.26,5022701,8062757340.0,60075,3585041,71.38,62.30000000000018,1592.125,1,Positive,50.05000000000018
291,HDFCBANK,EQ,2017-05-26,1617.15,1606.65,1632.0,1601.1,       1623.00,1626.0,1617.56,1360789,2201159155.0,31085,754482,55.44,30.90000000000009,1616.325,1,Positive,19.34999999999991
293,HDFCBANK,EQ,2017-05-29,1626.0,1619.8,1648.0,1617.65,       1626.65,1631.9,1634.94,1479085,2418209870.85,48257,924191,62.48,30.34999999999991,1625.85,1,Positive,12.100000000000136
295,HDFCBANK,EQ,2017-05-30,1631.9,1630.0,1633.5,1616.15,       1631.40,1629.05,1622.75,1108546,1798890005.0,26377,592343,53.43,17.34999999999991,1629.525,1,Negative,1629.525
296,HDFCBANK,EQ,2017-05-31,1629.05,1625.0,1643.0,1623.15,       1640.00,1636.2,1631.48,1329728,2169429926.8,18717,926698,69.69,19.84999999999991,1630.6,1,Positive,11.200000000000045
297,HDFCBANK,EQ,2017-06-01,1636.2,1639.0,1639.85,1620.55,       1627.00,1628.6,1630.91,839885,1369779680.1,21114,481729,57.36,19.299999999999955,1633.8,1,Negative,1633.8
299,HDFCBANK,EQ,2017-06-02,1628.6,1634.0,1646.1,1626.2,       1631.85,1634.25,1636.04,803386,1314369622.75,17867,390838,48.65,19.899999999999864,1634.125,1,Positive,0.25
301,HDFCBANK,EQ,2017-06-05,1634.25,1633.7,1638.95,1625.0,       1638.50,1635.55,1633.27,724975,1184083532.85,14700,327218,45.14,13.950000000000045,1634.625,1,Positive,1.849999999999909
303,HDFCBANK,EQ,2017-06-06,1635.55,1635.0,1643.8,1630.0,       1639.00,1638.95,1638.5,1250658,2049200642.3,14396,921531,73.68,13.799999999999955,1636.975,1,Positive,3.9500000000000455
304,HDFCBANK,EQ,2017-06-07,1638.95,1640.4,1644.9,1630.35,       1641.30,1640.8,1638.26,638569,1046138986.8,28344,447948,70.15,14.550000000000182,1640.6,1,Positive,0.3999999999998636
305,HDFCBANK,EQ,2017-06-08,1640.8,1643.9,1659.4,1641.65,       1643.60,1644.75,1648.3,1062192,1750808057.65,25728,582580,54.85,17.75,1644.325,1,Positive,0.849999999999909
306,HDFCBANK,EQ,2017-06-09,1644.75,1640.1,1670.0,1640.1,       1669.90,1666.8,1660.39,1326318,2202209561.65,41645,878389,66.23,29.90000000000009,1653.4499999999998,1,Positive,26.700000000000045
307,HDFCBANK,EQ,2017-06-12,1666.8,1664.0,1676.0,1660.0,       1666.00,1668.75,1666.54,992853,1654628890.15,40006,658975,66.37,16.0,1666.375,1,Positive,4.75
309,HDFCBANK,EQ,2017-06-13,1668.75,1661.75,1691.9,1661.0,       1674.00,1676.7,1680.14,1262905,2121860290.15,37080,831771,65.86,30.90000000000009,1669.225,1,Positive,14.950000000000045
