,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,range,Average,GT1400,DailyTrend,Calculated Column
310,HDFCBANK,EQ,2017-06-14,1676.7,1675.0,1679.95,1667.0,       1672.85,1671.2,1672.03,964590,1612824040.55,27840,714323,74.05,12.950000000000045,1673.1,1,Negative,1673.1
311,HDFCBANK,EQ,2017-06-15,1671.2,1668.0,1675.6,1653.6,       1665.00,1664.35,1662.08,881673,1465414452.25,17284,530656,60.19,22.0,1666.175,1,Negative,1666.175
313,HDFCBANK,EQ,2017-06-16,1664.35,1665.0,1674.7,1658.1,       1667.00,1669.25,1665.86,938776,1563872404.55,18765,583858,62.19,16.600000000000136,1667.125,1,Positive,4.25
315,HDFCBANK,EQ,2017-06-19,1669.25,1671.0,1696.0,1668.4,       1690.70,1692.9,1683.38,956383,1609958237.65,26370,581131,60.76,27.59999999999991,1681.95,1,Positive,21.90000000000009
316,HDFCBANK,EQ,2017-06-20,1692.9,1690.0,1694.0,1679.85,       1681.55,1686.55,1686.31,915066,1543084685.5,22817,675274,73.8,14.150000000000091,1688.275,1,Negative,1688.275
318,HDFCBANK,EQ,2017-06-21,1686.55,1682.6,1701.25,1679.6,       1696.90,1698.7,1692.56,852733,1443298486.5,13383,435777,51.1,21.65000000000009,1690.65,1,Positive,16.100000000000136
320,HDFCBANK,EQ,2017-06-22,1698.7,1694.95,1716.0,1691.2,       1699.00,1698.0,1705.36,1668865,2846016910.1,47395,870934,52.19,24.799999999999955,1696.475,1,Positive,3.0499999999999545
322,HDFCBANK,EQ,2017-06-23,1698.0,1702.0,1702.75,1675.2,       1681.10,1678.65,1684.39,1304367,2197062163.5,40032,835308,64.04,27.549999999999955,1690.325,1,Negative,1690.325
324,HDFCBANK,EQ,2017-06-27,1678.65,1689.0,1695.0,1656.25,       1667.55,1667.65,1673.41,1500108,2510290432.5,41978,966813,64.45,38.75,1678.325,1,Negative,1678.325
326,HDFCBANK,EQ,2017-06-28,1667.65,1665.0,1675.0,1657.8,       1666.50,1666.45,1666.08,1112259,1853114829.75,33276,759351,68.27,17.200000000000045,1665.725,1,Positive,1.4500000000000455
328,HDFCBANK,EQ,2017-06-29,1666.45,1667.0,1681.9,1651.1,       1655.00,1663.05,1666.21,2296927,3827159036.6,41505,1515335,65.97,30.800000000000182,1665.025,1,Negative,1665.025
329,HDFCBANK,EQ,2017-06-30,1663.05,1653.8,1660.0,1643.0,       1654.85,1652.05,1654.33,1082608,1790989876.0,20154,686217,63.39,17.0,1652.925,1,Negative,1652.925
330,HDFCBANK,EQ,2017-07-03,1652.05,1652.6,1667.5,1647.25,       1660.00,1658.6,1658.07,876083,1452603241.7,29692,555332,63.39,20.25,1655.6,1,Positive,6.0
331,HDFCBANK,EQ,2017-07-04,1658.6,1660.25,1666.7,1652.0,       1653.00,1653.35,1656.45,941520,1559578817.2,29651,629966,66.91,14.700000000000045,1656.8,1,Negative,1656.8
332,HDFCBANK,EQ,2017-07-05,1653.35,1653.1,1659.5,1645.0,       1647.15,1648.75,1651.02,1003550,1656877513.35,33969,745305,74.27,14.5,1650.925,1,Negative,1650.925
334,HDFCBANK,EQ,2017-07-06,1648.75,1652.55,1663.0,1651.35,       1658.95,1658.15,1658.74,1142919,1895807617.7,36276,826102,72.28,11.650000000000091,1655.35,1,Positive,5.600000000000136
335,HDFCBANK,EQ,2017-07-07,1658.15,1660.85,1669.6,1658.0,       1665.00,1667.2,1663.38,1379349,2294376290.9,34523,989181,71.71,11.599999999999909,1664.025,1,Positive,6.350000000000136
336,HDFCBANK,EQ,2017-07-10,1667.2,1670.7,1748.0,1661.05,       1674.00,1676.35,1674.39,334769,560535368.7,6377,189620,56.64,86.95000000000005,1673.525,1,Positive,5.649999999999864
337,HDFCBANK,EQ,2017-07-11,1676.35,1677.55,1690.8,1667.1,       1676.15,1680.4,1681.6,1102570,1854082214.5,46609,683669,62.01,23.700000000000045,1678.975,1,Positive,2.8500000000001364
339,HDFCBANK,EQ,2017-07-12,1680.4,1680.0,1685.0,1658.55,       1680.55,1681.25,1675.45,1434723,2403800089.65,39173,807682,56.3,26.450000000000045,1680.625,1,Positive,1.25
341,HDFCBANK,EQ,2017-07-13,1681.25,1688.0,1693.3,1679.65,       1681.05,1683.55,1687.47,1120251,1890389586.05,38013,794284,70.9,13.649999999999864,1685.775,1,Negative,1685.775
343,HDFCBANK,EQ,2017-07-14,1683.55,1683.9,1686.05,1672.0,       1682.00,1679.95,1677.65,610813,1024730172.4,19545,245408,40.18,14.049999999999955,1681.9250000000002,1,Negative,1681.9250000000002
345,HDFCBANK,EQ,2017-07-17,1679.95,1682.55,1687.65,1677.0,       1685.00,1682.35,1681.96,599835,1008899560.35,15125,382911,63.84,10.650000000000091,1682.4499999999998,1,Negative,1682.4499999999998
346,HDFCBANK,EQ,2017-07-18,1682.35,1679.7,1687.85,1677.35,       1685.00,1683.55,1683.26,580547,977209674.65,20192,275144,47.39,10.5,1681.625,1,Positive,3.849999999999909
347,HDFCBANK,EQ,2017-07-19,1683.55,1685.0,1696.2,1681.85,       1691.40,1692.3,1691.79,996811,1686392425.5,23454,496495,49.81,14.350000000000136,1688.65,1,Positive,7.2999999999999545
348,HDFCBANK,EQ,2017-07-20,1692.3,1693.9,1715.0,1688.15,       1712.00,1710.9,1701.51,924619,1573246423.25,29260,475755,51.45,26.84999999999991,1702.4,1,Positive,17.0
349,HDFCBANK,EQ,2017-07-21,1710.9,1714.1,1715.25,1700.0,       1703.25,1703.05,1708.42,968377,1654392958.35,21353,438841,45.32,15.25,1708.5749999999998,1,Negative,1708.5749999999998
351,HDFCBANK,EQ,2017-07-24,1703.05,1710.0,1740.0,1695.0,       1736.20,1735.1,1722.12,4919544,8472024384.4,120635,1776089,36.1,45.0,1722.55,1,Positive,25.09999999999991
353,HDFCBANK,EQ,2017-07-25,1735.1,1759.0,1759.0,1733.05,       1735.85,1739.65,1746.35,2790117,4872510632.75,58567,1401306,50.22,25.950000000000045,1749.325,1,Negative,1749.325
355,HDFCBANK,EQ,2017-07-26,1739.65,1742.0,1755.0,1732.5,       1751.25,1747.55,1743.52,973836,1697904581.95,30206,460853,47.32,22.5,1744.775,1,Positive,5.5499999999999545
357,HDFCBANK,EQ,2017-07-27,1747.55,1756.0,1798.8,1751.55,       1785.10,1789.65,1783.31,4490428,8007829721.7,53641,2776563,61.83,47.25,1772.825,1,Positive,33.65000000000009
359,HDFCBANK,EQ,2017-07-28,1789.65,1772.0,1786.5,1761.1,       1774.40,1778.5,1773.42,2313849,4103424871.75,75518,1381677,59.71,25.40000000000009,1775.25,1,Positive,6.5
361,HDFCBANK,EQ,2017-07-31,1778.5,1777.55,1791.0,1766.55,       1782.00,1784.4,1778.4,1842285,3276319757.45,29449,1101211,59.77,24.450000000000045,1780.975,1,Positive,6.850000000000136
362,HDFCBANK,EQ,2017-08-01,1784.4,1781.85,1809.15,1772.2,       1806.00,1797.2,1787.29,2129215,3805526020.35,39634,1331147,62.52,36.950000000000045,1789.525,1,Positive,15.350000000000136
363,HDFCBANK,EQ,2017-08-02,1797.2,1807.0,1807.0,1782.05,       1789.40,1791.65,1793.32,1849479,3316710577.8,28704,1073262,58.03,24.950000000000045,1799.325,1,Negative,1799.325
365,HDFCBANK,EQ,2017-08-03,1791.65,1788.0,1792.0,1774.4,       1777.00,1779.95,1784.16,1064196,1898691929.45,40189,532455,50.03,17.59999999999991,1783.975,1,Negative,1783.975
366,HDFCBANK,EQ,2017-08-04,1779.95,1777.0,1796.75,1766.15,       1788.00,1790.25,1783.23,886267,1580414900.5,27909,492301,55.55,30.59999999999991,1783.625,1,Positive,13.25
368,HDFCBANK,EQ,2017-08-07,1790.25,1786.0,1796.45,1785.0,       1788.95,1788.55,1788.9,479665,858070796.5,23375,258332,53.86,11.450000000000045,1787.275,1,Positive,2.5499999999999545
369,HDFCBANK,EQ,2017-08-08,1788.55,1792.1,1797.25,1766.1,       1776.20,1777.9,1777.66,1008843,1793381528.15,22100,480607,47.64,31.15000000000009,1785.0,1,Negative,1785.0
371,HDFCBANK,EQ,2017-08-09,1777.9,1771.0,1777.05,1758.35,       1764.85,1764.45,1765.73,817514,1443509253.85,28969,367123,44.91,18.700000000000045,1767.725,1,Negative,1767.725
372,HDFCBANK,EQ,2017-08-10,1764.45,1760.0,1766.0,1752.85,       1759.90,1760.45,1759.88,1947111,3426688670.75,25032,824172,42.33,13.150000000000091,1760.225,1,Positive,0.4500000000000455
373,HDFCBANK,EQ,2017-08-11,1760.45,1745.0,1758.0,1731.15,       1751.55,1749.05,1745.33,1589959,2775004879.35,44760,933883,58.74,26.84999999999991,1747.025,1,Positive,4.0499999999999545
375,HDFCBANK,EQ,2017-08-14,1749.05,1753.0,1774.95,1748.0,       1756.00,1757.2,1763.29,894271,1576861460.0,29948,381974,42.71,26.950000000000045,1755.1,1,Positive,4.2000000000000455
376,HDFCBANK,EQ,2017-08-16,1757.2,1762.35,1789.8,1748.55,       1780.00,1781.25,1771.34,1106708,1960350803.55,33007,548143,49.53,41.25,1771.8,1,Positive,18.90000000000009
377,HDFCBANK,EQ,2017-08-17,1781.25,1776.25,1780.95,1753.75,       1768.00,1765.4,1770.23,1363717,2414091935.05,28952,430581,31.57,27.200000000000045,1770.825,1,Negative,1770.825
378,HDFCBANK,EQ,2017-08-18,1765.4,1760.0,1761.0,1743.0,       1754.25,1752.15,1750.79,926866,1622750045.0,32410,591150,63.78,18.0,1756.075,1,Negative,1756.075
379,HDFCBANK,EQ,2017-08-21,1752.15,1754.0,1759.0,1738.2,       1742.15,1743.2,1747.56,1002431,1751811096.15,29000,652267,65.07,20.799999999999955,1748.6,1,Negative,1748.6
380,HDFCBANK,EQ,2017-08-22,1743.2,1751.3,1754.0,1736.8,       1748.55,1747.0,1744.99,1652389,2883401579.9,61483,1038533,62.85,17.200000000000045,1749.15,1,Negative,1749.15
381,HDFCBANK,EQ,2017-08-23,1747.0,1750.0,1777.95,1750.0,       1769.10,1772.45,1767.91,840131,1485274496.2,28305,449582,53.51,27.950000000000045,1761.225,1,Positive,22.450000000000045
383,HDFCBANK,EQ,2017-08-24,1772.45,1774.9,1774.95,1759.15,       1767.50,1762.5,1764.17,1969569,3474659289.25,29178,584539,29.68,15.799999999999955,1768.7,1,Negative,1768.7
384,HDFCBANK,EQ,2017-08-28,1762.5,1762.4,1771.15,1758.35,       1759.75,1762.25,1764.02,376946,664940795.75,18676,164586,43.66,12.800000000000182,1762.325,1,Negative,1762.325
385,HDFCBANK,EQ,2017-08-29,1762.25,1759.0,1759.0,1738.0,       1748.95,1746.15,1744.1,1229649,2144630136.0,25477,657465,53.47,21.0,1752.575,1,Negative,1752.575
386,HDFCBANK,EQ,2017-08-30,1746.15,1751.95,1770.0,1750.05,       1769.65,1768.55,1763.86,673580,1188103641.85,18278,340011,50.48,19.950000000000045,1760.25,1,Positive,16.59999999999991
387,HDFCBANK,EQ,2017-08-31,1768.55,1772.0,1779.85,1756.4,       1769.00,1776.45,1772.21,1825859,3235800483.15,36463,844787,46.27,23.449999999999818,1774.225,1,Positive,4.4500000000000455
389,HDFCBANK,EQ,2017-09-01,1776.45,1781.0,1781.45,1761.1,       1765.00,1767.6,1771.67,573793,1016570200.0,19096,240856,41.98,20.350000000000136,1774.3,1,Negative,1774.3
391,HDFCBANK,EQ,2017-09-04,1767.6,1765.0,1765.0,1746.1,       1750.00,1750.9,1752.37,910631,1595764535.85,31359,527482,57.92,18.90000000000009,1757.95,1,Negative,1757.95
393,HDFCBANK,EQ,2017-09-05,1750.9,1757.0,1764.9,1751.0,       1755.00,1755.35,1757.77,920609,1618215150.85,24788,439271,47.72,13.900000000000091,1756.175,1,Negative,1756.175
394,HDFCBANK,EQ,2017-09-06,1755.35,1743.75,1762.8,1738.0,       1761.55,1759.9,1753.59,1437908,2521503245.4,24340,869626,60.48,24.799999999999955,1751.825,1,Positive,16.15000000000009
395,HDFCBANK,EQ,2017-09-07,1759.9,1760.1,1776.75,1760.1,       1765.25,1766.55,1766.63,1736605,3067935845.9,27641,605806,34.88,16.65000000000009,1763.3249999999998,1,Positive,6.4500000000000455
396,HDFCBANK,EQ,2017-09-08,1766.55,1773.4,1790.0,1771.0,       1785.00,1787.65,1781.89,2077916,3702622520.6,33955,1234323,59.4,19.0,1780.525,1,Positive,14.25
398,HDFCBANK,EQ,2017-09-11,1787.65,1793.0,1829.0,1790.2,       1822.00,1823.35,1816.72,2869419,5212939744.6,88980,1733975,60.43,38.799999999999955,1808.175,1,Positive,30.34999999999991
400,HDFCBANK,EQ,2017-09-12,1823.35,1827.7,1839.9,1818.3,       1837.10,1835.2,1833.12,1671920,3064825860.1,67989,919925,55.02,21.600000000000136,1831.45,1,Positive,7.5
401,HDFCBANK,EQ,2017-09-13,1835.2,1835.0,1849.0,1824.0,       1843.25,1841.85,1841.58,1248844,2299847291.95,30091,657075,52.61,25.0,1838.425,1,Positive,6.849999999999909
403,HDFCBANK,EQ,2017-09-14,1841.85,1840.15,1852.5,1831.5,       1840.00,1839.4,1839.93,2038504,3750701010.7,29517,557209,27.33,21.0,1839.775,1,Negative,1839.775
404,HDFCBANK,EQ,2017-09-15,1839.4,1836.0,1851.8,1833.45,       1850.00,1848.95,1845.98,941833,1738607041.2,24200,487645,51.78,18.34999999999991,1842.475,1,Positive,12.950000000000045
405,HDFCBANK,EQ,2017-09-18,1848.95,1853.55,1864.45,1852.5,       1860.00,1860.45,1861.58,1021232,1901109128.2,29374,754277,73.86,11.950000000000045,1857.0,1,Positive,6.900000000000091
406,HDFCBANK,EQ,2017-09-19,1860.45,1864.9,1868.0,1847.55,       1847.55,1849.7,1858.58,1060367,1970780896.0,23565,684467,64.55,20.450000000000045,1857.3000000000002,1,Negative,1857.3000000000002
408,HDFCBANK,EQ,2017-09-20,1849.7,1848.0,1861.45,1845.25,       1850.00,1848.85,1850.15,861532,1593967559.2,26905,579361,67.25,16.200000000000045,1848.425,1,Positive,0.849999999999909
410,HDFCBANK,EQ,2017-09-21,1848.85,1848.0,1848.5,1830.7,       1843.00,1839.1,1839.29,1928124,3546374079.25,50920,1006098,52.18,17.799999999999955,1843.55,1,Negative,1843.55
412,HDFCBANK,EQ,2017-09-22,1839.1,1834.8,1838.95,1820.0,       1823.00,1824.1,1826.77,2060881,3764746963.9,52897,1491250,72.36,18.950000000000045,1829.4499999999998,1,Negative,1829.4499999999998
414,HDFCBANK,EQ,2017-09-25,1824.1,1822.45,1822.45,1792.6,       1798.80,1799.75,1802.36,2537307,4573149061.6,86102,1735249,68.39,29.850000000000136,1811.1,1,Negative,1811.1
416,HDFCBANK,EQ,2017-09-26,1799.75,1789.05,1796.6,1785.0,       1791.00,1792.3,1790.07,2859683,5119024677.3,69670,2089818,73.08,11.599999999999909,1790.675,1,Positive,3.25
417,HDFCBANK,EQ,2017-09-27,1792.3,1796.0,1805.6,1770.0,       1780.55,1776.5,1779.35,1834305,3263870334.3,50529,1187303,64.73,35.59999999999991,1786.25,1,Negative,1786.25
419,HDFCBANK,EQ,2017-09-28,1776.5,1774.0,1799.0,1763.3,       1795.00,1795.3,1789.02,6911616,12365024438.9,97472,3794792,54.9,35.700000000000045,1784.65,1,Positive,21.299999999999955
421,HDFCBANK,EQ,2017-09-29,1795.3,1800.1,1822.0,1796.25,       1800.05,1805.7,1812.45,1553408,2815470649.5,58153,1016550,65.44,25.75,1802.9,1,Positive,5.600000000000136
423,HDFCBANK,EQ,2017-10-03,1805.7,1808.0,1821.0,1797.1,       1810.20,1808.85,1811.27,1098606,1989876645.7,34504,589947,53.7,23.90000000000009,1808.425,1,Positive,0.849999999999909
424,HDFCBANK,EQ,2017-10-04,1808.85,1807.9,1811.9,1793.35,       1794.00,1797.0,1804.18,1656276,2988217758.3,25580,1215255,73.37,18.550000000000182,1802.45,1,Negative,1802.45
425,HDFCBANK,EQ,2017-10-05,1797.0,1795.0,1805.0,1793.1,       1798.80,1798.6,1800.4,834049,1501622831.9,38155,427038,51.2,11.900000000000091,1796.8,1,Positive,3.599999999999909
427,HDFCBANK,EQ,2017-10-06,1798.6,1798.0,1804.45,1794.0,       1799.95,1800.1,1799.53,757665,1363439873.3,24959,376128,49.64,10.450000000000045,1799.05,1,Positive,2.099999999999909
429,HDFCBANK,EQ,2017-10-09,1800.1,1798.8,1803.0,1790.5,       1795.15,1795.5,1797.35,765623,1376094774.5,27930,520471,67.98,12.5,1797.15,1,Negative,1797.15
430,HDFCBANK,EQ,2017-10-10,1795.5,1799.0,1814.95,1792.65,       1800.00,1802.7,1806.18,949545,1715046387.4,30047,516925,54.44,22.299999999999955,1800.85,1,Positive,3.7000000000000455
432,HDFCBANK,EQ,2017-10-11,1802.7,1803.25,1815.25,1787.6,       1789.00,1790.15,1802.03,1316860,2373017278.75,36368,902433,68.53,27.65000000000009,1796.7,1,Negative,1796.7
433,HDFCBANK,EQ,2017-10-12,1790.15,1795.1,1821.45,1788.0,       1820.00,1818.8,1805.42,1345390,2428990122.5,20722,650121,48.32,33.450000000000045,1806.9499999999998,1,Positive,23.700000000000045
434,HDFCBANK,EQ,2017-10-13,1818.8,1826.7,1856.55,1822.0,       1848.90,1850.8,1845.91,1608366,2968902053.05,38331,921394,57.29,34.549999999999955,1838.75,1,Positive,24.09999999999991
435,HDFCBANK,EQ,2017-10-16,1850.8,1860.0,1873.25,1842.0,       1854.15,1857.15,1857.21,818636,1520380114.65,17387,282082,34.46,31.25,1858.575,1,Negative,1858.575
436,HDFCBANK,EQ,2017-10-17,1857.15,1850.0,1853.7,1839.1,       1848.95,1851.25,1848.53,653322,1207682521.05,21579,286796,43.9,14.600000000000136,1850.625,1,Positive,1.25
438,HDFCBANK,EQ,2017-10-18,1851.25,1841.0,1875.0,1839.0,       1866.25,1868.5,1864.24,981680,1830089740.8,21247,454935,46.34,36.0,1854.75,1,Positive,27.5
440,HDFCBANK,EQ,2017-10-19,1868.5,1861.8,1865.0,1840.65,       1845.00,1848.4,1853.98,142502,264195241.2,5682,69002,48.42,24.34999999999991,1855.1,1,Negative,1855.1
441,HDFCBANK,EQ,2017-10-23,1848.4,1859.9,1869.7,1836.05,       1865.85,1863.3,1850.99,1040723,1926372969.3,30073,581885,55.91,33.65000000000009,1861.6,1,Positive,3.3999999999998636
443,HDFCBANK,EQ,2017-10-24,1863.3,1863.0,1879.6,1853.0,       1866.55,1867.1,1866.12,2832218,5285245263.55,66436,848580,29.96,26.59999999999991,1865.05,1,Positive,4.099999999999909
445,HDFCBANK,EQ,2017-10-25,1867.1,1860.0,1863.0,1785.0,       1795.15,1795.1,1800.74,5341802,9619220470.25,173315,3343490,62.59,78.0,1827.55,1,Negative,1827.55
446,HDFCBANK,EQ,2017-10-26,1795.1,1768.0,1810.0,1757.85,       1791.70,1795.35,1789.19,7142866,12779964395.95,184420,4974132,69.64,52.15000000000009,1781.675,1,Positive,27.34999999999991
448,HDFCBANK,EQ,2017-10-27,1795.35,1804.4,1807.5,1779.0,       1787.90,1791.05,1792.86,1868022,3349109113.65,49615,1118984,59.9,28.5,1797.725,1,Negative,1797.725
450,HDFCBANK,EQ,2017-10-30,1791.05,1798.25,1816.0,1792.4,       1815.75,1815.0,1805.49,1355588,2447503452.15,27755,880144,64.93,23.59999999999991,1806.625,1,Positive,16.75
451,HDFCBANK,EQ,2017-10-31,1815.0,1811.5,1811.5,1799.25,       1809.45,1808.5,1805.2,1170615,2113192779.85,55768,722914,61.76,12.25,1810.0,1,Negative,1810.0
452,HDFCBANK,EQ,2017-11-01,1808.5,1815.1,1825.0,1812.0,       1822.50,1821.2,1819.3,1047653,1905990950.35,26503,573002,54.69,13.0,1818.15,1,Positive,6.100000000000136
453,HDFCBANK,EQ,2017-11-02,1821.2,1823.0,1829.8,1816.95,       1820.00,1822.1,1822.05,1184486,2158197543.05,30785,739301,62.42,12.849999999999909,1822.55,1,Negative,1822.55
454,HDFCBANK,EQ,2017-11-03,1822.1,1825.7,1840.0,1821.6,       1830.00,1830.7,1829.95,952622,1743253303.15,50442,561501,58.94,18.40000000000009,1828.2,1,Positive,5.0
455,HDFCBANK,EQ,2017-11-06,1830.7,1825.0,1840.0,1822.6,       1828.00,1828.6,1833.27,1537061,2817847902.95,51333,821944,53.48,17.40000000000009,1826.8,1,Positive,3.599999999999909
457,HDFCBANK,EQ,2017-11-07,1828.6,1838.0,1844.95,1820.75,       1825.00,1823.7,1828.67,1861594,3404233842.3,41972,1396048,74.99,24.200000000000045,1830.85,1,Negative,1830.85
458,HDFCBANK,EQ,2017-11-08,1823.7,1825.2,1833.6,1819.0,       1822.60,1825.95,1826.22,820786,1498935108.3,20749,498960,60.79,14.599999999999909,1825.575,1,Positive,0.75
459,HDFCBANK,EQ,2017-11-09,1825.95,1827.0,1835.0,1821.1,       1834.00,1827.85,1826.26,778327,1421424359.7,12695,381328,48.99,13.900000000000091,1827.425,1,Positive,0.849999999999909
461,HDFCBANK,EQ,2017-11-10,1827.85,1821.7,1834.8,1812.35,       1823.95,1822.0,1821.63,1936090,3526848073.95,22186,1525422,78.79,22.450000000000045,1821.85,1,Positive,0.2999999999999545
462,HDFCBANK,EQ,2017-11-13,1822.0,1822.0,1823.15,1795.0,       1814.25,1813.55,1806.89,833968,1506888248.8,25953,529394,63.48,28.15000000000009,1817.775,1,Negative,1817.775
463,HDFCBANK,EQ,2017-11-14,1813.55,1815.9,1819.0,1800.0,       1801.35,1802.35,1805.86,1178117,2127513692.85,33880,898608,76.27,19.0,1809.125,1,Negative,1809.125
465,HDFCBANK,EQ,2017-11-15,1802.35,1798.0,1803.65,1788.0,       1799.25,1800.25,1796.37,1537092,2761182588.85,26862,1177181,76.58,15.650000000000091,1799.125,1,Positive,2.25
466,HDFCBANK,EQ,2017-11-16,1800.25,1804.0,1816.0,1795.2,       1812.95,1807.7,1807.23,1003243,1813088828.0,32161,631891,62.98,20.799999999999955,1805.85,1,Positive,3.7000000000000455
468,HDFCBANK,EQ,2017-11-17,1807.7,1828.7,1838.3,1813.15,       1822.00,1825.55,1827.72,1589693,2905508996.75,44931,797013,50.14,25.149999999999864,1827.125,1,Negative,1827.125
469,HDFCBANK,EQ,2017-11-20,1825.55,1829.0,1839.7,1829.0,       1836.05,1838.15,1836.08,598106,1098170760.45,30131,336543,56.27,10.700000000000045,1833.575,1,Positive,9.150000000000091
470,HDFCBANK,EQ,2017-11-21,1838.15,1837.45,1850.0,1836.1,       1848.00,1846.25,1845.41,568883,1049822787.25,17143,349608,61.46,13.900000000000091,1841.85,1,Positive,8.799999999999955
472,HDFCBANK,EQ,2017-11-22,1846.25,1849.7,1860.0,1844.55,       1854.60,1855.25,1853.89,1415199,2623628896.95,31420,944319,66.73,15.450000000000045,1852.475,1,Positive,5.5499999999999545
473,HDFCBANK,EQ,2017-11-23,1855.25,1859.0,1860.0,1838.0,       1840.00,1842.85,1847.79,808145,1493278728.15,16903,492990,61.0,22.0,1850.925,1,Negative,1850.925
474,HDFCBANK,EQ,2017-11-24,1842.85,1843.0,1857.8,1841.0,       1857.50,1851.4,1848.31,1300921,2404501397.4,26271,979768,75.31,16.799999999999955,1847.2,1,Positive,8.400000000000091
475,HDFCBANK,EQ,2017-11-27,1851.4,1849.0,1862.0,1845.6,       1860.15,1857.55,1852.09,967618,1792111671.55,75853,622801,64.36,16.40000000000009,1853.275,1,Positive,8.549999999999955
476,HDFCBANK,EQ,2017-11-28,1857.55,1856.0,1871.0,1855.85,       1867.15,1865.35,1866.29,1272635,2375105182.85,44306,921267,72.39,15.150000000000091,1860.675,1,Positive,9.349999999999909
477,HDFCBANK,EQ,2017-11-29,1865.35,1865.0,1875.5,1855.8,       1873.00,1873.3,1869.11,818646,1530142584.45,17331,476557,58.21,19.700000000000045,1869.15,1,Positive,8.299999999999955
478,HDFCBANK,EQ,2017-11-30,1873.3,1868.7,1873.95,1840.0,       1852.75,1853.7,1859.89,1449078,2695122047.35,37220,770804,53.19,33.950000000000045,1861.2,1,Negative,1861.2
479,HDFCBANK,EQ,2017-12-01,1853.7,1854.9,1860.0,1844.1,       1850.85,1848.2,1850.81,964537,1785177398.1,39290,598556,62.06,15.900000000000091,1851.5500000000002,1,Negative,1851.5500000000002
480,HDFCBANK,EQ,2017-12-04,1848.2,1854.9,1854.9,1830.1,       1836.30,1834.1,1840.43,910483,1675680713.0,36729,629502,69.14,24.800000000000182,1844.5,1,Negative,1844.5
481,HDFCBANK,EQ,2017-12-05,1834.1,1826.0,1828.55,1807.0,       1824.90,1820.45,1818.21,973340,1769739387.85,30980,546351,56.13,21.549999999999955,1823.225,1,Negative,1823.225
482,HDFCBANK,EQ,2017-12-06,1820.45,1819.95,1821.35,1799.0,       1799.30,1803.3,1809.42,1598780,2892866502.15,47014,1164494,72.84,22.34999999999991,1811.625,1,Negative,1811.625
483,HDFCBANK,EQ,2017-12-07,1803.3,1806.65,1816.6,1803.1,       1810.90,1809.65,1809.12,1057826,1913737162.85,49113,626080,59.19,13.5,1808.15,1,Positive,3.0
485,HDFCBANK,EQ,2017-12-08,1809.65,1814.0,1853.0,1814.0,       1842.25,1840.4,1839.43,2239100,4118673540.75,38922,1482220,66.2,39.0,1827.2,1,Positive,26.40000000000009
486,HDFCBANK,EQ,2017-12-11,1840.4,1848.0,1851.75,1840.0,       1846.40,1846.4,1846.99,799558,1476774981.65,45584,490124,61.3,11.75,1847.2,1,Negative,1847.2
488,HDFCBANK,EQ,2017-12-12,1846.4,1849.1,1849.9,1815.95,       1818.00,1819.9,1826.78,602647,1100901256.8,17546,315406,52.34,33.950000000000045,1834.5,1,Negative,1834.5
