,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,range,Average,GT1400,DailyTrend,Calculated Column
489,HDFCBANK,EQ,2017-12-13,1819.9,1820.05,1845.0,1815.1,       1821.40,1821.35,1832.2,726865,1331763552.75,27628,270762,37.25,29.90000000000009,1820.6999999999998,1,Positive,1.2999999999999545
491,HDFCBANK,EQ,2017-12-14,1821.35,1824.0,1840.0,1812.0,       1837.10,1838.05,1826.18,920773,1681496960.9,21825,441606,47.96,28.0,1831.025,1,Positive,14.049999999999955
492,HDFCBANK,EQ,2017-12-15,1838.05,1856.0,1888.0,1855.5,       1871.00,1873.45,1877.73,3112531,5844489331.25,68576,1845713,59.3,32.5,1864.725,1,Positive,17.450000000000045
494,HDFCBANK,EQ,2017-12-18,1873.45,1855.0,1899.0,1809.3,       1878.40,1878.95,1876.25,3074497,5768529010.9,46417,1558319,50.69,89.70000000000005,1866.975,1,Positive,23.950000000000045
495,HDFCBANK,EQ,2017-12-19,1878.95,1879.8,1893.65,1876.15,       1886.95,1884.5,1884.02,1238028,2332475336.0,34874,666370,53.83,17.5,1882.15,1,Positive,4.7000000000000455
496,HDFCBANK,EQ,2017-12-20,1884.5,1898.9,1903.1,1863.65,       1866.35,1868.15,1885.29,2335876,4403801177.45,83598,1303739,55.81,39.44999999999982,1883.525,1,Negative,1883.525
497,HDFCBANK,EQ,2017-12-21,1868.15,1879.9,1885.0,1865.2,       1866.05,1868.3,1871.04,1713636,3206288352.65,57272,1059344,61.82,19.799999999999955,1874.1,1,Negative,1874.1
499,HDFCBANK,EQ,2017-12-22,1868.3,1879.0,1880.0,1861.75,       1874.65,1876.65,1870.36,1117726,2090553505.8,46791,609701,54.55,18.25,1877.825,1,Negative,1877.825
500,HDFCBANK,EQ,2017-12-26,1876.65,1881.0,1882.8,1856.7,       1870.00,1868.35,1867.6,1696424,3168235275.05,23017,1186061,69.92,26.09999999999991,1874.675,1,Negative,1874.675
501,HDFCBANK,EQ,2017-12-27,1868.35,1870.1,1870.3,1851.15,       1852.50,1856.75,1863.9,872346,1625967980.3,21881,569939,65.33,19.149999999999864,1863.425,1,Negative,1863.425
502,HDFCBANK,EQ,2017-12-28,1856.75,1858.9,1880.9,1858.0,       1870.05,1878.05,1873.07,2175130,4074175062.75,42854,1373463,63.14,22.90000000000009,1868.475,1,Positive,19.149999999999864
503,HDFCBANK,EQ,2017-12-29,1878.05,1876.8,1879.2,1868.15,       1871.40,1872.4,1873.42,1586468,2972120303.05,29466,1059416,66.78,11.049999999999955,1874.6,1,Negative,1874.6
504,HDFCBANK,EQ,2018-01-01,1872.4,1872.7,1880.75,1850.5,       1855.00,1854.5,1862.24,1645129,3063622972.65,30994,1222191,74.29,30.25,1863.6,1,Negative,1863.6
505,HDFCBANK,EQ,2018-01-02,1854.5,1858.55,1875.0,1858.55,       1869.80,1872.35,1868.27,1194079,2230859132.95,33877,737318,61.75,16.450000000000045,1865.4499999999998,1,Positive,13.799999999999955
507,HDFCBANK,EQ,2018-01-03,1872.35,1875.0,1878.25,1851.2,       1853.85,1852.65,1859.01,1132822,2105921940.5,39569,765751,67.6,27.049999999999955,1863.825,1,Negative,1863.825
509,HDFCBANK,EQ,2018-01-04,1852.65,1853.0,1865.5,1853.0,       1859.25,1859.9,1860.54,593444,1104125326.3,11185,300493,50.64,12.5,1856.45,1,Positive,6.900000000000091
510,HDFCBANK,EQ,2018-01-05,1859.9,1863.0,1868.05,1855.55,       1863.05,1863.6,1862.6,717717,1336816277.05,20342,394247,54.93,12.5,1863.3,1,Positive,0.599999999999909
512,HDFCBANK,EQ,2018-01-08,1863.6,1865.0,1870.7,1857.75,       1864.00,1860.6,1861.87,1142577,2127331034.75,17668,792771,69.38,12.950000000000045,1862.8,1,Negative,1862.8
514,HDFCBANK,EQ,2018-01-09,1860.6,1862.0,1869.85,1855.0,       1862.70,1863.7,1861.62,1326382,2469224839.75,49929,959503,72.34,14.849999999999909,1862.85,1,Positive,1.7000000000000455
516,HDFCBANK,EQ,2018-01-10,1863.7,1865.2,1867.9,1857.3,       1860.45,1864.2,1863.6,1153972,2150540894.55,18186,880760,76.32,10.600000000000136,1864.7,1,Negative,1864.7
517,HDFCBANK,EQ,2018-01-11,1864.2,1864.2,1876.0,1856.25,       1873.95,1872.55,1868.69,1014774,1896296273.9,26221,622410,61.33,19.75,1868.375,1,Positive,8.349999999999909
518,HDFCBANK,EQ,2018-01-12,1872.55,1873.0,1878.15,1860.0,       1865.00,1865.3,1868.58,1084177,2025876708.1,29065,566529,52.25,18.15000000000009,1869.15,1,Negative,1869.15
519,HDFCBANK,EQ,2018-01-15,1865.3,1869.95,1904.4,1859.85,       1893.05,1897.75,1891.97,3144111,5948565811.3,68116,1638414,52.11,44.55000000000018,1883.85,1,Positive,27.799999999999955
520,HDFCBANK,EQ,2018-01-16,1897.75,1903.45,1910.0,1885.25,       1900.10,1900.15,1899.62,1611346,3060951108.75,60260,827555,51.36,24.75,1901.8000000000002,1,Negative,1901.8000000000002
522,HDFCBANK,EQ,2018-01-17,1900.15,1897.0,1902.55,1887.0,       1891.60,1890.5,1893.05,726374,1375065564.25,25142,346150,47.65,15.549999999999955,1893.75,1,Negative,1893.75
523,HDFCBANK,EQ,2018-01-18,1890.5,1924.0,1954.0,1918.05,       1933.05,1934.3,1939.75,4162385,8073993015.75,79152,1499386,36.02,35.950000000000045,1929.15,1,Positive,10.299999999999955
525,HDFCBANK,EQ,2018-01-19,1934.3,1935.15,1959.9,1919.25,       1949.35,1952.2,1947.44,2863997,5577473372.55,62844,861137,30.07,40.65000000000009,1943.6750000000002,1,Positive,17.049999999999955
526,HDFCBANK,EQ,2018-01-22,1952.2,1960.0,1988.0,1953.15,       1962.50,1963.35,1969.82,2212442,4358108235.7,87200,961425,43.46,34.84999999999991,1961.675,1,Positive,3.349999999999909
528,HDFCBANK,EQ,2018-01-23,1963.35,1965.0,1966.7,1943.3,       1951.50,1951.3,1953.81,1261949,2465611788.75,41602,726995,57.61,23.40000000000009,1958.15,1,Negative,1958.15
529,HDFCBANK,EQ,2018-01-24,1951.3,1952.55,1969.0,1950.6,       1957.60,1957.65,1958.02,1197642,2345001018.5,20553,698354,58.31,18.40000000000009,1955.1,1,Positive,5.100000000000136
530,HDFCBANK,EQ,2018-01-25,1957.65,1953.9,1980.0,1950.5,       1969.00,1974.95,1968.83,2180917,4293844957.45,33097,1165553,53.44,29.5,1964.4250000000002,1,Positive,21.049999999999955
532,HDFCBANK,EQ,2018-01-29,1974.95,1978.0,2006.95,1978.0,       2000.60,1999.65,1995.69,2058973,4109064049.9,48366,1249653,60.69,28.950000000000045,1988.825,1,Positive,21.65000000000009
533,HDFCBANK,EQ,2018-01-30,1999.65,1997.8,2001.9,1984.15,       1995.55,1995.5,1994.03,1599390,3189237269.9,37667,1057272,66.1,17.75,1996.65,1,Negative,1996.65
534,HDFCBANK,EQ,2018-01-31,1995.5,1989.4,2013.5,1987.0,       2004.60,2005.7,2003.12,1735837,3477096561.15,45781,1045031,60.2,26.5,1997.5500000000002,1,Positive,16.299999999999955
535,HDFCBANK,EQ,2018-02-01,2005.7,2006.0,2015.0,1985.3,       1986.50,1991.15,2001.09,1630355,3262488565.95,34891,701699,43.04,29.700000000000045,1998.575,1,Negative,1998.575
536,HDFCBANK,EQ,2018-02-02,1991.15,1986.0,1989.9,1941.5,       1941.50,1948.0,1963.93,1836531,3606812369.0,60365,1231464,67.05,48.40000000000009,1967.0,1,Negative,1967.0
537,HDFCBANK,EQ,2018-02-05,1948.0,1918.0,1935.25,1905.85,       1918.00,1913.85,1916.75,1981696,3798409854.65,49748,1385911,69.94,29.40000000000009,1915.925,1,Negative,1915.925
538,HDFCBANK,EQ,2018-02-06,1913.85,1860.0,1912.0,1836.3,       1898.80,1896.8,1868.86,2687451,5022468828.2,74329,1279189,47.6,75.70000000000005,1878.4,1,Positive,36.799999999999955
540,HDFCBANK,EQ,2018-02-07,1896.8,1907.0,1907.0,1862.4,       1868.50,1872.8,1875.43,2091243,3921971760.25,57480,993289,47.5,44.59999999999991,1889.9,1,Negative,1889.9
542,HDFCBANK,EQ,2018-02-08,1872.8,1884.0,1898.6,1866.5,       1882.00,1880.95,1887.25,1292861,2439953543.35,53803,559966,43.31,32.09999999999991,1882.475,1,Negative,1882.475
543,HDFCBANK,EQ,2018-02-09,1880.95,1847.9,1864.7,1844.1,       1852.00,1849.5,1853.01,1602238,2968965973.2,52830,837518,52.27,20.600000000000136,1848.7,1,Positive,1.599999999999909
545,HDFCBANK,EQ,2018-02-12,1849.5,1860.0,1886.0,1855.15,       1880.00,1876.65,1872.43,1095277,2050832316.7,22502,700531,63.96,30.84999999999991,1868.325,1,Positive,16.65000000000009
546,HDFCBANK,EQ,2018-02-14,1876.65,1889.8,1897.9,1874.65,       1879.85,1883.15,1889.56,894297,1689825412.3,31815,517624,57.88,23.25,1886.475,1,Negative,1886.475
547,HDFCBANK,EQ,2018-02-15,1883.15,1889.7,1894.75,1875.0,       1881.25,1881.9,1882.55,1228806,2313293856.75,32753,742302,60.41,19.75,1885.8000000000002,1,Negative,1885.8000000000002
548,HDFCBANK,EQ,2018-02-16,1881.9,1883.9,1894.85,1875.65,       1880.40,1878.6,1883.79,895880,1687649892.1,22732,355509,39.68,19.199999999999818,1881.25,1,Negative,1881.25
549,HDFCBANK,EQ,2018-02-19,1878.6,1882.6,1887.6,1859.05,       1880.00,1878.2,1876.45,913638,1714398525.1,25194,457562,50.08,28.549999999999955,1880.4,1,Negative,1880.4
550,HDFCBANK,EQ,2018-02-20,1878.2,1884.75,1885.85,1858.8,       1860.15,1863.2,1875.4,1021017,1914810586.35,31634,582362,57.04,27.049999999999955,1873.975,1,Negative,1873.975
551,HDFCBANK,EQ,2018-02-21,1863.2,1867.95,1868.55,1852.2,       1859.20,1857.4,1858.84,688268,1279377292.3,32317,352348,51.19,16.34999999999991,1862.6750000000002,1,Negative,1862.6750000000002
552,HDFCBANK,EQ,2018-02-22,1857.4,1850.0,1860.0,1841.55,       1850.15,1853.2,1851.2,3313399,6133748038.6,41538,1640988,49.53,18.450000000000045,1851.6,1,Positive,3.2000000000000455
553,HDFCBANK,EQ,2018-02-23,1853.2,1856.9,1884.85,1850.4,       1877.00,1880.55,1869.03,1019187,1904887235.65,18810,553315,54.29,34.44999999999982,1868.725,1,Positive,23.649999999999864
554,HDFCBANK,EQ,2018-02-26,1880.55,1888.1,1914.8,1883.55,       1912.50,1911.55,1904.1,1197221,2279631074.55,30059,692072,57.81,31.25,1899.8249999999998,1,Positive,23.450000000000045
555,HDFCBANK,EQ,2018-02-27,1911.55,1914.75,1921.75,1900.0,       1900.50,1902.55,1908.74,1196832,2284446196.6,26645,764702,63.89,21.75,1908.65,1,Negative,1908.65
556,HDFCBANK,EQ,2018-02-28,1902.55,1889.55,1895.45,1878.0,       1888.00,1884.2,1883.79,1016591,1915043360.4,29207,533917,52.52,17.450000000000045,1886.875,1,Negative,1886.875
557,HDFCBANK,EQ,2018-03-01,1884.2,1879.3,1893.3,1868.0,       1868.05,1874.35,1884.58,977460,1842102392.05,24955,492115,50.35,25.299999999999955,1876.8249999999998,1,Negative,1876.8249999999998
558,HDFCBANK,EQ,2018-03-05,1874.35,1874.15,1878.0,1858.25,       1866.00,1869.95,1867.66,945366,1765625423.4,60906,482154,51.0,19.75,1872.0500000000002,1,Negative,1872.0500000000002
560,HDFCBANK,EQ,2018-03-06,1869.95,1870.0,1879.9,1839.5,       1840.00,1846.25,1864.57,1144207,2133448786.3,32346,587401,51.34,40.40000000000009,1858.125,1,Negative,1858.125
561,HDFCBANK,EQ,2018-03-07,1846.25,1840.0,1853.4,1828.5,       1831.10,1832.6,1839.17,1407041,2587784690.15,41147,786990,55.93,24.90000000000009,1836.3,1,Negative,1836.3
562,HDFCBANK,EQ,2018-03-08,1832.6,1839.8,1858.5,1832.0,       1850.00,1852.85,1844.42,1379681,2544714180.1,26260,841822,61.02,26.5,1846.3249999999998,1,Positive,13.049999999999955
564,HDFCBANK,EQ,2018-03-09,1852.85,1854.95,1865.25,1844.0,       1846.15,1851.05,1856.06,1027027,1906219129.55,29867,583405,56.81,21.25,1853.0,1,Negative,1853.0
565,HDFCBANK,EQ,2018-03-12,1851.05,1860.2,1869.45,1853.4,       1866.30,1867.25,1863.99,1639279,3055594028.9,34880,1156796,70.57,16.049999999999955,1863.725,1,Positive,7.0499999999999545
566,HDFCBANK,EQ,2018-03-13,1867.25,1867.45,1884.75,1855.0,       1859.45,1860.25,1870.24,1281050,2395869816.4,32044,696918,54.4,29.75,1863.85,1,Negative,1863.85
567,HDFCBANK,EQ,2018-03-14,1860.25,1856.0,1867.9,1848.0,       1864.00,1864.5,1857.75,920098,1709311423.0,36271,509645,55.39,19.90000000000009,1860.25,1,Positive,8.5
568,HDFCBANK,EQ,2018-03-15,1864.5,1865.2,1887.5,1865.2,       1873.50,1880.8,1879.2,1467731,2758155776.8,44905,802388,54.67,22.299999999999955,1873.0,1,Positive,15.599999999999909
570,HDFCBANK,EQ,2018-03-16,1880.8,1880.0,1881.1,1846.55,       1858.00,1853.0,1861.09,1974084,3673949096.8,35446,1068955,54.15,34.549999999999955,1866.5,1,Negative,1866.5
571,HDFCBANK,EQ,2018-03-19,1853.0,1853.0,1860.0,1843.15,       1847.00,1847.25,1851.78,1959685,3628898883.95,60212,1210689,61.78,16.84999999999991,1850.125,1,Negative,1850.125
573,HDFCBANK,EQ,2018-03-20,1847.25,1845.1,1855.9,1835.25,       1842.90,1839.5,1845.17,914343,1687115132.5,23270,453848,49.64,20.65000000000009,1842.3,1,Negative,1842.3
574,HDFCBANK,EQ,2018-03-21,1839.5,1848.0,1863.2,1843.3,       1858.95,1858.9,1853.89,1480285,2744280455.5,44655,947180,63.99,19.90000000000009,1853.45,1,Positive,10.900000000000091
575,HDFCBANK,EQ,2018-03-22,1858.9,1858.9,1880.0,1855.1,       1863.00,1867.75,1872.05,1668306,3123149751.5,37562,856679,51.35,24.90000000000009,1863.325,1,Positive,8.849999999999909
577,HDFCBANK,EQ,2018-03-23,1867.75,1846.65,1853.1,1837.25,       1842.25,1841.55,1844.22,1797538,3315060067.5,34048,886132,49.3,15.849999999999909,1844.1,1,Negative,1844.1
579,HDFCBANK,EQ,2018-03-26,1841.55,1839.9,1900.0,1833.5,       1896.20,1893.45,1868.66,2625442,4906054711.2,86610,1573073,59.92,66.5,1866.6750000000002,1,Positive,53.549999999999955
581,HDFCBANK,EQ,2018-03-27,1893.45,1893.8,1899.0,1876.0,       1894.05,1892.6,1888.52,1534209,2897382139.25,31150,797281,51.97,23.0,1893.1999999999998,1,Negative,1893.1999999999998
582,HDFCBANK,EQ,2018-03-28,1892.6,1882.95,1899.7,1876.05,       1890.00,1886.1,1886.44,2209377,4167862538.7,50573,1205141,54.55,23.65000000000009,1884.525,1,Positive,3.1499999999998636
584,HDFCBANK,EQ,2018-04-02,1886.1,1890.5,1935.75,1890.5,       1931.90,1931.2,1917.34,1149092,2203201439.6,37803,656967,57.17,45.25,1910.85,1,Positive,40.700000000000045
586,HDFCBANK,EQ,2018-04-03,1931.2,1923.95,1925.7,1911.0,       1913.00,1915.9,1917.02,1019971,1955306114.65,48938,592029,58.04,14.700000000000045,1919.9250000000002,1,Negative,1919.9250000000002
587,HDFCBANK,EQ,2018-04-04,1915.9,1912.95,1924.95,1878.45,       1883.10,1883.25,1903.29,928527,1767257058.2,34499,456685,49.18,46.5,1898.1,1,Negative,1898.1
589,HDFCBANK,EQ,2018-04-05,1883.25,1901.3,1914.0,1890.2,       1913.10,1908.9,1900.56,1214723,2308652574.5,61633,605874,49.88,23.799999999999955,1905.1,1,Positive,7.600000000000136
591,HDFCBANK,EQ,2018-04-06,1908.9,1912.2,1926.45,1905.8,       1920.10,1923.4,1917.27,930002,1783068526.1,24914,466973,50.21,20.65000000000009,1917.8000000000002,1,Positive,11.200000000000045
593,HDFCBANK,EQ,2018-04-09,1923.4,1918.8,1942.0,1916.4,       1937.00,1939.05,1936.3,1000884,1938008165.25,32002,541199,54.07,25.59999999999991,1928.925,1,Positive,20.25
595,HDFCBANK,EQ,2018-04-10,1939.05,1943.0,1943.0,1913.5,       1921.20,1920.85,1920.94,1516809,2913693991.15,55147,947252,62.45,29.5,1931.925,1,Negative,1931.925
597,HDFCBANK,EQ,2018-04-11,1920.85,1915.9,1920.0,1905.4,       1918.00,1918.85,1913.82,717703,1373553935.9,64684,382502,53.3,14.599999999999909,1917.375,1,Positive,2.949999999999818
599,HDFCBANK,EQ,2018-04-12,1918.85,1916.0,1932.9,1905.9,       1925.00,1928.8,1920.27,1178129,2262325817.35,26955,476496,40.45,27.0,1922.4,1,Positive,12.799999999999955
601,HDFCBANK,EQ,2018-04-13,1928.8,1928.0,1940.0,1919.1,       1930.00,1925.0,1928.02,824293,1589255010.75,26003,394398,47.85,20.90000000000009,1926.5,1,Negative,1926.5
602,HDFCBANK,EQ,2018-04-16,1925.0,1920.0,1950.0,1919.85,       1943.50,1942.1,1938.89,711936,1380367127.0,21855,318462,44.73,30.15000000000009,1931.05,1,Positive,22.09999999999991
603,HDFCBANK,EQ,2018-04-17,1942.1,1943.5,1951.0,1934.1,       1950.00,1948.5,1944.42,666958,1296845993.15,21401,354286,53.12,16.90000000000009,1946.0,1,Positive,5.0
604,HDFCBANK,EQ,2018-04-18,1948.5,1951.0,1953.5,1930.05,       1934.00,1932.6,1942.91,678180,1317640648.7,21302,345977,51.02,23.450000000000045,1941.8,1,Negative,1941.8
606,HDFCBANK,EQ,2018-04-19,1932.6,1940.0,1944.8,1933.0,       1939.00,1939.0,1938.07,792258,1535448277.65,36850,456501,57.62,11.799999999999955,1939.5,1,Negative,1939.5
607,HDFCBANK,EQ,2018-04-20,1939.0,1941.0,1961.0,1932.15,       1959.70,1955.9,1945.78,2340345,4553789223.35,70006,1792050,76.57,28.84999999999991,1948.45,1,Positive,14.900000000000091
608,HDFCBANK,EQ,2018-04-23,1955.9,1979.0,1979.0,1860.3,       1939.50,1935.75,1947.51,3826155,7451481658.4,76106,1003096,26.22,118.70000000000005,1957.375,1,Negative,1957.375
609,HDFCBANK,EQ,2018-04-24,1935.75,1935.0,1948.05,1926.0,       1934.10,1935.0,1935.57,1259354,2437572242.55,33400,466047,37.01,22.049999999999955,1935.0,1,Positive,0.0
610,HDFCBANK,EQ,2018-04-25,1935.0,1927.9,1938.0,1912.0,       1920.00,1920.75,1924.27,1005148,1934175516.3,42185,468604,46.62,26.0,1924.325,1,Negative,1924.325
612,HDFCBANK,EQ,2018-04-26,1920.75,1916.8,1939.2,1911.25,       1926.10,1930.25,1930.42,1961870,3787241208.7,33677,907515,46.26,27.950000000000045,1923.525,1,Positive,13.450000000000045
613,HDFCBANK,EQ,2018-04-27,1930.25,1933.0,1935.5,1912.5,       1925.00,1923.4,1918.5,1444252,2770792412.6,47025,825792,57.18,23.0,1928.2,1,Negative,1928.2
615,HDFCBANK,EQ,2018-04-30,1923.4,1930.0,1954.8,1928.8,       1945.10,1944.3,1945.7,1152388,2242199201.2,32030,649513,56.36,26.0,1937.15,1,Positive,14.299999999999955
616,HDFCBANK,EQ,2018-05-02,1944.3,1950.0,1978.0,1946.0,       1969.55,1969.5,1965.16,1775012,3488178418.55,62881,938108,52.85,32.0,1959.75,1,Positive,19.5
617,HDFCBANK,EQ,2018-05-03,1969.5,1968.05,1974.9,1946.0,       1968.00,1967.9,1963.23,1038193,2038207486.9,30529,365265,35.18,28.90000000000009,1967.975,1,Negative,1967.975
618,HDFCBANK,EQ,2018-05-04,1967.9,1970.0,1990.0,1966.3,       1985.40,1988.5,1981.08,1720359,3408176310.05,33291,1084558,63.04,23.700000000000045,1979.25,1,Positive,18.5
619,HDFCBANK,EQ,2018-05-07,1988.5,1981.65,1987.3,1975.0,       1977.50,1977.4,1980.88,1316032,2606904358.55,32517,781466,59.38,12.299999999999955,1979.525,1,Negative,1979.525
621,HDFCBANK,EQ,2018-05-08,1977.4,1979.25,1979.9,1954.6,       1966.50,1967.05,1964.31,1775141,3486935564.55,30036,1149021,64.73,25.300000000000182,1973.15,1,Negative,1973.15
623,HDFCBANK,EQ,2018-05-09,1967.05,1956.15,1980.5,1956.15,       1978.10,1978.4,1973.46,1081833,2134957238.8,30775,618193,57.14,24.34999999999991,1967.275,1,Positive,22.25
625,HDFCBANK,EQ,2018-05-10,1978.4,1988.6,1999.0,1982.0,       1985.30,1992.7,1991.88,1792918,3571274019.0,41455,943387,52.62,17.0,1990.65,1,Positive,4.100000000000136
626,HDFCBANK,EQ,2018-05-11,1992.7,1992.7,2017.0,1986.0,       2010.65,2011.75,1999.73,1514267,3028118877.9,49338,879712,58.09,31.0,2002.225,1,Positive,19.049999999999955
628,HDFCBANK,EQ,2018-05-14,2011.75,2017.2,2027.4,2012.4,       2024.00,2021.75,2021.18,1185729,2396569105.7,35034,663572,55.96,15.0,2019.475,1,Positive,4.5499999999999545
630,HDFCBANK,EQ,2018-05-15,2021.75,2027.05,2065.0,2026.7,       2040.25,2037.8,2046.53,2456671,5027645858.0,52626,1289131,52.47,38.299999999999955,2032.425,1,Positive,10.75
632,HDFCBANK,EQ,2018-05-16,2037.8,2030.55,2049.0,2017.15,       2027.50,2023.35,2031.04,1710401,3473886890.25,56061,1109107,64.84,31.84999999999991,2026.9499999999998,1,Negative,2026.9499999999998
634,HDFCBANK,EQ,2018-05-17,2023.35,2023.85,2044.45,2012.5,       2040.85,2027.75,2022.12,1653869,3344316980.15,28827,747275,45.18,31.950000000000045,2025.8,1,Positive,3.900000000000091
635,HDFCBANK,EQ,2018-05-18,2027.75,2024.7,2024.7,2003.5,       2011.90,2012.15,2014.47,1304365,2627602348.9,47647,660982,50.67,21.200000000000045,2018.4250000000002,1,Negative,2018.4250000000002
637,HDFCBANK,EQ,2018-05-21,2012.15,2016.1,2021.0,1986.05,       1997.10,1993.05,1993.75,1212027,2416479609.35,37162,711864,58.73,34.950000000000045,2004.5749999999998,1,Negative,2004.5749999999998
639,HDFCBANK,EQ,2018-05-22,1993.05,1998.7,2013.95,1985.5,       1989.90,1989.9,1997.96,990093,1978165831.95,57895,582922,58.88,28.450000000000045,1994.3000000000002,1,Negative,1994.3000000000002
640,HDFCBANK,EQ,2018-05-23,1989.9,1987.8,1994.0,1963.4,       1965.00,1967.5,1976.78,1431573,2829907721.45,43333,733712,51.25,30.59999999999991,1977.65,1,Negative,1977.65
641,HDFCBANK,EQ,2018-05-24,1967.5,1967.1,1990.25,1956.35,       1989.20,1986.0,1970.67,1130186,2227221743.05,22930,343874,30.43,33.90000000000009,1976.55,1,Positive,18.90000000000009
642,HDFCBANK,EQ,2018-05-25,1986.0,1990.0,2016.0,1989.9,       2008.00,2008.7,2004.87,1189897,2385592681.1,34306,609785,51.25,26.09999999999991,1999.35,1,Positive,18.700000000000045
643,HDFCBANK,EQ,2018-05-28,2008.7,2007.8,2052.0,2006.0,       2038.25,2042.2,2037.48,1275985,2599796071.15,35912,612923,48.04,46.0,2025.0,1,Positive,34.40000000000009
644,HDFCBANK,EQ,2018-05-29,2042.2,2038.0,2052.7,2028.8,       2031.60,2032.6,2042.07,837811,1710866826.8,37142,336056,40.11,23.899999999999864,2035.3,1,Negative,2035.3
645,HDFCBANK,EQ,2018-05-30,2032.6,2019.7,2053.0,2016.3,       2050.50,2048.35,2040.97,1216749,2483350965.9,40713,505099,41.51,36.700000000000045,2034.025,1,Positive,28.649999999999864
646,HDFCBANK,EQ,2018-05-31,2048.35,2100.0,2160.0,2080.0,       2130.00,2139.45,2118.27,9909798,20991620343.45,172676,4103328,41.41,80.0,2119.725,1,Positive,39.44999999999982
648,HDFCBANK,EQ,2018-06-01,2139.45,2116.0,2138.0,2101.0,       2106.95,2110.6,2116.77,5287839,11193143671.65,99119,1532118,28.97,37.0,2113.3,1,Negative,2113.3
649,HDFCBANK,EQ,2018-06-04,2110.6,2150.0,2157.0,2037.95,       2045.00,2046.2,2098.04,22199081,46574473923.0,245711,13914623,62.68,119.04999999999995,2098.1,1,Negative,2098.1
651,HDFCBANK,EQ,2018-06-05,2046.2,2050.0,2066.95,2023.0,       2064.85,2063.6,2050.5,4276365,8768700389.8,107261,2076336,48.55,43.94999999999982,2056.8,1,Positive,13.599999999999909
652,HDFCBANK,EQ,2018-06-06,2063.6,2060.2,2064.8,2045.0,       2057.40,2057.35,2057.29,2445500,5031101788.0,95270,1579516,64.59,19.800000000000182,2058.7749999999996,1,Negative,2058.7749999999996
653,HDFCBANK,EQ,2018-06-07,2057.35,2073.2,2079.8,2053.2,       2061.90,2062.2,2070.16,2640974,5467251083.65,78397,1574412,59.61,26.600000000000364,2067.7,1,Negative,2067.7
654,HDFCBANK,EQ,2018-06-08,2062.2,2059.0,2061.25,2035.0,       2048.95,2049.35,2046.16,1545222,3161769178.3,104515,884695,57.25,26.25,2054.175,1,Negative,2054.175
655,HDFCBANK,EQ,2018-06-11,2049.35,2051.9,2062.95,2038.8,       2041.75,2042.3,2051.22,1772797,3636404884.75,57753,1138924,64.24,24.149999999999864,2047.1,1,Negative,2047.1
656,HDFCBANK,EQ,2018-06-12,2042.3,2051.9,2052.7,2038.4,       2045.00,2043.85,2045.45,1308564,2676605962.7,54586,871913,66.63,14.299999999999727,2047.875,1,Negative,2047.875
657,HDFCBANK,EQ,2018-06-13,2043.85,2052.0,2054.8,2024.1,       2032.00,2031.45,2034.95,1974490,4017987612.55,103434,1353016,68.52,30.700000000000273,2041.725,1,Negative,2041.725
658,HDFCBANK,EQ,2018-06-14,2031.45,2030.0,2045.0,2025.0,       2035.00,2037.4,2039.58,4231894,8631283806.05,96797,2913891,68.86,20.0,2033.7,1,Positive,7.400000000000091
