,Date,Open Price,High Price,Low Price,Close Price,SMA50,SMA5,SMA10,SMA20,SMA100,SMA200
244,736424.0,1435.25,1446.5,1427.55,1432.35,1367.3070000000007,1440.5800000000008,1431.9100000000003,1421.9674999999997,1285.0615000000005,1264.0730000000012
246,736425.0,1431.5,1443.0,1425.05,1438.5,1371.3500000000006,1442.5600000000009,1432.6700000000005,1424.5824999999998,1286.6610000000003,1265.4177500000012
247,736426.0,1431.05,1445.0,1428.6,1438.85,1375.2340000000008,1437.090000000001,1433.4650000000006,1426.9149999999995,1288.2915000000003,1266.8012500000013
248,736429.0,1443.0,1443.0,1432.65,1434.15,1378.5660000000007,1435.4100000000012,1434.4450000000004,1428.9124999999997,1290.0855000000004,1268.1220000000012
249,736430.0,1434.0,1441.2,1431.5,1439.5,1381.5440000000006,1436.6700000000014,1437.4100000000003,1430.8824999999997,1292.0370000000003,1269.4592500000012
250,736431.0,1439.0,1449.95,1435.5,1443.7,1384.5800000000006,1438.9400000000012,1439.7600000000004,1432.5324999999998,1294.1720000000003,1270.8445000000015
252,736432.0,1443.0,1448.9,1437.05,1440.3,1387.6870000000008,1439.300000000001,1440.9300000000003,1433.7174999999997,1296.4610000000002,1272.1885000000013
254,736436.0,1440.3,1443.8,1428.25,1436.8,1390.690000000001,1438.8900000000008,1437.9900000000002,1434.6899999999998,1298.8420000000003,1273.4220000000014
255,736437.0,1440.0,1455.0,1438.0,1447.3,1393.522000000001,1441.520000000001,1438.4650000000001,1435.7624999999998,1301.3345000000002,1274.8490000000013
257,736438.0,1447.0,1456.75,1438.0,1449.0,1396.5280000000012,1443.4200000000008,1440.045,1436.4074999999998,1303.977,1276.2942500000013
258,736439.0,1453.0,1466.05,1452.95,1462.15,1399.5500000000009,1447.1100000000008,1443.025,1437.4675,1306.9435,1277.7702500000012
259,736440.0,1466.0,1499.0,1453.3,1496.6,1403.200000000001,1458.3700000000006,1448.835,1440.7524999999998,1310.0165000000002,1279.4117500000011
260,736443.0,1498.1,1539.0,1497.0,1533.05,1407.718000000001,1477.6200000000006,1458.2549999999999,1445.8599999999997,1313.5025,1281.194750000001
262,736444.0,1535.05,1545.5,1529.6,1537.05,1412.3460000000011,1495.5700000000006,1468.5449999999998,1451.4949999999997,1317.0855,1283.007500000001
263,736445.0,1542.95,1553.0,1468.45,1550.65,1417.4060000000013,1515.9000000000008,1479.6599999999999,1458.5349999999999,1320.5959999999998,1284.896750000001
264,736446.0,1546.1,1573.95,1546.1,1568.6,1422.7060000000013,1537.190000000001,1492.1499999999999,1465.9549999999997,1324.3094999999998,1286.9117500000011
265,736447.0,1559.9,1559.9,1537.1,1546.5,1427.4320000000014,1547.1700000000008,1502.77,1471.85,1327.8834999999997,1288.716000000001
266,736451.0,1547.0,1550.9,1530.35,1540.6,1432.0220000000013,1548.6800000000007,1513.15,1475.5699999999997,1331.3259999999998,1290.5447500000012
267,736452.0,1554.25,1554.25,1539.35,1544.3,1436.4640000000013,1550.1300000000008,1522.85,1480.6574999999998,1334.8244999999995,1292.267500000001
268,736453.0,1539.25,1542.9,1522.6,1534.8,1440.6020000000017,1546.960000000001,1531.4299999999998,1485.7374999999997,1338.3564999999994,1293.930750000001
270,736454.0,1542.1,1542.9,1526.3,1532.2,1443.7050000000015,1539.680000000001,1538.435,1490.7299999999998,1341.6834999999994,1295.603000000001
271,736457.0,1538.0,1540.0,1528.55,1534.8,1446.2190000000014,1537.3400000000008,1542.255,1495.5449999999996,1345.0484999999994,1297.275250000001
272,736458.0,1534.8,1545.6,1532.65,1535.75,1448.6230000000014,1536.3700000000008,1542.5250000000003,1500.3899999999999,1348.5614999999993,1298.8355000000008
273,736459.0,1540.0,1555.0,1537.05,1551.8,1451.6760000000015,1537.8700000000006,1544.0000000000005,1506.2724999999996,1352.2169999999992,1300.4572500000008
274,736460.0,1551.0,1560.0,1541.0,1546.4,1454.7180000000014,1540.1900000000007,1543.5750000000005,1511.6174999999998,1355.923999999999,1302.0975000000008
275,736461.0,1545.9,1556.9,1536.2,1551.65,1457.879000000001,1544.0800000000008,1541.8800000000006,1517.0149999999999,1359.674499999999,1303.6947500000006
276,736464.0,1550.0,1557.2,1542.25,1553.4,1461.145000000001,1547.8000000000009,1542.5700000000004,1522.6699999999998,1363.385499999999,1305.3187500000008
278,736465.0,1555.0,1562.0,1548.25,1559.65,1464.5050000000008,1552.580000000001,1544.4750000000006,1528.8125,1367.214499999999,1306.9630000000006
279,736466.0,1558.8,1565.4,1551.5,1557.15,1468.0460000000007,1553.650000000001,1545.7600000000007,1534.305,1370.966999999999,1308.5140000000008
281,736467.0,1549.0,1561.5,1548.1,1557.1,1471.6480000000008,1555.7900000000009,1547.9900000000005,1539.71,1374.737999999999,1310.1055000000008
283,736468.0,1559.5,1569.9,1545.25,1561.25,1475.2580000000007,1557.710000000001,1550.8950000000004,1544.665,1378.6194999999989,1311.7270000000008
285,736471.0,1565.1,1580.0,1563.1,1576.0,1479.0540000000008,1562.230000000001,1555.0150000000006,1548.635,1382.516999999999,1313.3647500000006
286,736472.0,1580.0,1583.55,1565.0,1569.1,1482.592000000001,1564.1200000000013,1558.3500000000004,1550.4375,1386.457999999999,1314.9792500000005
288,736473.0,1569.05,1575.45,1562.0,1566.75,1486.043000000001,1566.0400000000013,1559.8450000000005,1551.9225000000001,1390.2734999999989,1316.6015000000004
289,736474.0,1567.1,1629.4,1567.1,1617.15,1490.384000000001,1578.050000000001,1566.9200000000005,1555.2475,1394.5774999999987,1318.4707500000006
291,736475.0,1606.65,1632.0,1601.1,1626.0,1494.690000000001,1591.0000000000011,1574.3550000000005,1558.1175,1398.7854999999988,1320.3985000000007
293,736478.0,1619.8,1648.0,1617.65,1631.9,1498.9960000000005,1602.180000000001,1582.2050000000004,1562.3875,1403.0424999999987,1322.3530000000007
295,736479.0,1630.0,1633.5,1616.15,1629.05,1503.2300000000005,1614.1700000000008,1589.1450000000007,1566.8100000000002,1407.3619999999983,1324.2520000000006
296,736480.0,1625.0,1643.0,1623.15,1636.2,1507.4370000000004,1628.0600000000009,1597.0500000000006,1571.4050000000002,1411.8249999999985,1326.1850000000009
297,736481.0,1639.0,1639.85,1620.55,1628.6,1511.2870000000005,1630.350000000001,1604.2000000000005,1576.0950000000003,1416.2559999999985,1328.0920000000008
299,736482.0,1634.0,1646.1,1626.2,1634.25,1515.1530000000005,1632.0000000000011,1611.5000000000007,1581.1975000000004,1420.7364999999984,1330.1287500000005
301,736485.0,1633.7,1638.95,1625.0,1635.55,1519.2460000000005,1632.730000000001,1617.4550000000006,1586.2350000000004,1425.1554999999985,1332.1652500000005
303,736486.0,1635.0,1643.8,1630.0,1638.95,1523.4070000000006,1634.7100000000012,1624.4400000000007,1591.3950000000004,1429.5929999999985,1334.2165000000005
304,736487.0,1640.4,1644.9,1630.35,1640.8,1527.7360000000006,1635.6300000000012,1631.8450000000007,1595.8450000000007,1433.8574999999983,1336.2840000000006
305,736488.0,1643.9,1659.4,1641.65,1644.75,1532.4340000000004,1638.860000000001,1634.605000000001,1600.7625000000003,1437.9649999999983,1338.3332500000004
306,736489.0,1640.1,1670.0,1640.1,1666.8,1537.3660000000007,1645.3700000000008,1638.6850000000009,1606.5200000000004,1442.282999999998,1340.4047500000004
307,736492.0,1664.0,1676.0,1660.0,1668.75,1542.1690000000006,1652.010000000001,1642.3700000000008,1612.2875000000004,1446.645499999998,1342.5130000000004
309,736493.0,1661.75,1691.9,1661.0,1676.7,1546.3790000000006,1659.5600000000009,1647.135000000001,1618.14,1450.9359999999983,1344.6450000000007
310,736494.0,1675.0,1679.95,1667.0,1671.2,1550.9520000000005,1665.6400000000012,1650.635000000001,1623.8425,1455.2629999999983,1346.7437500000005
311,736495.0,1668.0,1675.6,1653.6,1664.35,1555.5750000000005,1669.5600000000013,1654.210000000001,1629.205,1459.4804999999985,1348.7565000000004
313,736496.0,1665.0,1674.7,1658.1,1669.25,1560.3130000000006,1670.0500000000015,1657.710000000001,1634.605,1463.8099999999986,1350.8100000000006
315,736499.0,1671.0,1696.0,1668.4,1692.9,1565.4010000000003,1674.8800000000015,1663.445000000001,1640.45,1468.3754999999985,1352.9890000000007
316,736500.0,1690.0,1694.0,1679.85,1686.55,1570.3550000000002,1676.850000000001,1668.205000000001,1646.3225000000002,1472.7944999999984,1355.231250000001
318,736501.0,1682.6,1701.25,1679.6,1698.7,1575.6460000000004,1682.350000000001,1673.9950000000013,1652.92,1477.1059999999986,1357.3815000000009
320,736502.0,1694.95,1716.0,1691.2,1698.0,1580.8160000000003,1689.080000000001,1679.320000000001,1656.9625,1481.1799999999985,1359.4155000000007
322,736503.0,1702.0,1702.75,1675.2,1678.65,1585.5150000000003,1690.960000000001,1680.5050000000015,1659.595,1485.0474999999985,1361.3902500000008
324,736507.0,1689.0,1695.0,1656.25,1667.65,1590.0620000000001,1685.910000000001,1680.3950000000016,1661.3825000000002,1488.8744999999983,1363.303000000001
326,736508.0,1665.0,1675.0,1657.8,1666.45,1594.655,1681.8900000000012,1679.3700000000015,1663.2524999999998,1492.6724999999985,1365.133250000001
328,736509.0,1667.0,1681.9,1651.1,1663.05,1598.97,1674.760000000001,1678.5550000000014,1664.595,1496.2459999999983,1367.014750000001
329,736510.0,1653.8,1660.0,1643.0,1652.05,1603.031,1665.5700000000008,1677.3250000000014,1665.7675000000004,1499.779499999998,1368.8280000000007
330,736513.0,1652.6,1667.5,1647.25,1658.6,1606.9600000000003,1661.5600000000009,1676.2600000000014,1666.9850000000001,1503.2549999999983,1370.6690000000006
331,736514.0,1660.25,1666.7,1652.0,1653.35,1610.0950000000003,1658.7000000000012,1672.305000000001,1667.875,1506.6474999999982,1372.5362500000003
332,736515.0,1653.1,1659.5,1645.0,1648.75,1612.4090000000003,1655.160000000001,1668.525000000001,1668.3650000000002,1510.0634999999984,1374.4327500000002
334,736516.0,1652.55,1663.0,1651.35,1658.15,1614.8310000000001,1654.180000000001,1664.4700000000012,1669.2325,1513.5884999999982,1376.3255000000004
335,736517.0,1660.85,1669.6,1658.0,1667.2,1617.162,1657.2100000000014,1661.3900000000012,1670.355,1517.2839999999985,1378.1722500000005
336,736520.0,1670.7,1748.0,1661.05,1676.35,1619.317,1660.7600000000014,1661.160000000001,1670.8324999999998,1521.0114999999985,1380.1032500000003
337,736521.0,1677.55,1690.8,1667.1,1680.4,1621.995,1666.1700000000012,1662.4350000000009,1671.4149999999997,1524.7134999999982,1382.0630000000006
339,736522.0,1680.0,1685.0,1658.55,1681.25,1624.808,1672.6700000000012,1663.9150000000009,1671.6425,1528.4149999999981,1384.0042500000004
341,736523.0,1688.0,1693.3,1679.65,1683.55,1627.5929999999998,1677.7500000000011,1665.9650000000008,1672.2600000000002,1532.028499999998,1385.8875000000003
343,736524.0,1683.9,1686.05,1672.0,1679.95,1630.4959999999999,1680.300000000001,1668.755000000001,1673.0400000000002,1535.5489999999982,1387.7237500000003
345,736527.0,1682.55,1687.65,1677.0,1682.35,1633.499,1681.5000000000011,1671.130000000001,1673.6950000000002,1538.6019999999983,1389.6547500000001
346,736528.0,1679.7,1687.85,1677.35,1683.55,1636.474,1682.130000000001,1674.150000000001,1673.2275000000002,1541.3464999999983,1391.5822500000002
347,736529.0,1685.0,1696.2,1681.85,1692.3,1639.605,1684.3400000000008,1678.505000000001,1673.515,1544.1139999999982,1393.5675
348,736530.0,1693.9,1715.0,1688.15,1710.9,1642.7869999999998,1689.8100000000009,1683.780000000001,1674.1250000000005,1547.2314999999983,1395.7345
349,736531.0,1714.1,1715.25,1700.0,1703.05,1645.92,1694.4300000000007,1687.365000000001,1674.3775000000005,1550.3189999999981,1397.8855
351,736534.0,1710.0,1740.0,1695.0,1735.1,1649.5890000000002,1704.9800000000007,1693.240000000001,1677.2000000000003,1553.733999999998,1400.125
353,736535.0,1759.0,1759.0,1733.05,1739.65,1653.3140000000003,1716.2000000000007,1699.1650000000009,1680.8000000000004,1557.229499999998,1402.3755
355,736536.0,1742.0,1755.0,1732.5,1747.55,1657.0720000000003,1727.2500000000007,1705.7950000000008,1684.8550000000007,1560.788499999998,1404.6827500000002
357,736537.0,1756.0,1798.8,1751.55,1789.65,1661.7220000000004,1743.0000000000007,1716.405000000001,1691.1850000000006,1564.883999999998,1407.2212500000003
359,736538.0,1772.0,1786.5,1761.1,1778.5,1666.1500000000003,1758.0900000000008,1726.260000000001,1697.5075000000004,1568.8989999999978,1409.7107500000004
361,736541.0,1777.55,1791.0,1766.55,1784.4,1670.6130000000003,1767.9500000000007,1736.4650000000013,1703.7975000000006,1572.9354999999978,1412.2110000000007
362,736542.0,1781.85,1809.15,1772.2,1797.2,1675.037,1779.460000000001,1747.8300000000013,1710.9900000000005,1577.045499999998,1414.8832500000008
363,736543.0,1807.0,1807.0,1782.05,1791.65,1679.4879999999998,1788.280000000001,1757.7650000000017,1718.1350000000007,1581.0399999999977,1417.532500000001
365,736544.0,1788.0,1792.0,1774.4,1779.95,1683.7519999999997,1786.3400000000013,1764.6700000000014,1724.2250000000004,1584.8974999999978,1420.2437500000008
366,736545.0,1777.0,1796.75,1766.15,1790.25,1687.214,1788.6900000000012,1773.3900000000017,1730.3775000000005,1588.7989999999977,1422.905750000001
368,736548.0,1786.0,1796.45,1785.0,1788.55,1690.465,1789.5200000000011,1778.7350000000017,1735.9875000000006,1592.5774999999974,1425.556750000001
369,736549.0,1792.1,1797.25,1766.1,1777.9,1693.385,1785.660000000001,1782.5600000000018,1740.8625000000006,1596.1904999999972,1428.1687500000012
371,736550.0,1771.0,1777.05,1758.35,1764.45,1696.0929999999998,1780.2200000000012,1784.2500000000018,1745.0225000000005,1599.6614999999974,1430.6375000000012
372,736551.0,1760.0,1766.0,1752.85,1760.45,1698.578,1776.320000000001,1781.3300000000017,1748.8675000000003,1603.0074999999974,1433.1220000000012
373,736552.0,1745.0,1758.0,1731.15,1749.05,1700.9869999999999,1768.080000000001,1778.3850000000016,1752.3225000000007,1606.1369999999972,1435.6157500000013
375,736555.0,1753.0,1774.95,1748.0,1757.2,1703.4459999999997,1761.8100000000013,1775.6650000000016,1756.0650000000005,1609.2994999999971,1438.2052500000013
376,736557.0,1762.35,1789.8,1748.55,1781.25,1706.3599999999997,1762.4800000000014,1774.0700000000015,1760.9500000000003,1612.8029999999972,1440.8510000000015
377,736558.0,1776.25,1780.95,1753.75,1765.4,1708.8889999999997,1762.6700000000012,1771.4450000000015,1764.6050000000002,1616.1479999999972,1443.3827500000016
378,736559.0,1760.0,1761.0,1743.0,1752.15,1711.1159999999995,1761.010000000001,1768.6650000000016,1766.6675000000002,1619.4259999999972,1445.8770000000018
379,736562.0,1754.0,1759.0,1738.2,1743.2,1713.0849999999994,1759.8400000000013,1763.9600000000016,1768.675,1622.7594999999972,1448.294000000002
380,736563.0,1751.3,1754.0,1736.8,1747.0,1714.6889999999994,1757.800000000001,1759.8050000000017,1769.27,1626.0274999999972,1450.7982500000019
381,736564.0,1750.0,1777.95,1750.0,1772.45,1716.7629999999992,1756.0400000000013,1759.2600000000016,1770.9099999999999,1629.4659999999972,1453.385750000002
383,736565.0,1774.9,1774.95,1759.15,1762.5,1718.4789999999994,1755.4600000000014,1759.0650000000016,1771.6574999999998,1632.4289999999971,1455.9797500000018
384,736569.0,1762.4,1771.15,1758.35,1762.25,1720.2999999999995,1757.4800000000014,1759.2450000000015,1770.2874999999997,1635.6259999999972,1458.5437500000016
385,736570.0,1759.0,1759.0,1738.0,1746.15,1721.9359999999992,1758.070000000001,1758.9550000000017,1768.6699999999996,1638.755499999997,1461.003000000002
386,736571.0,1751.95,1770.0,1750.05,1768.55,1723.9219999999993,1762.380000000001,1760.0900000000015,1767.8774999999998,1642.1174999999969,1463.5895000000019
387,736572.0,1772.0,1779.85,1756.4,1776.45,1725.5929999999994,1763.180000000001,1759.6100000000017,1766.8399999999997,1645.496999999997,1466.079000000002
389,736573.0,1781.0,1781.45,1761.1,1767.6,1727.2139999999993,1764.2000000000012,1759.8300000000013,1765.6374999999996,1648.784499999997,1468.5380000000018
391,736576.0,1765.0,1765.0,1746.1,1750.9,1728.2579999999994,1761.930000000001,1759.7050000000013,1764.185,1651.9519999999968,1471.018750000002
393,736577.0,1757.0,1764.9,1751.0,1755.35,1729.4049999999995,1763.7700000000011,1760.9200000000012,1762.4399999999998,1655.110499999997,1473.573750000002
394,736578.0,1743.75,1762.8,1738.0,1759.9,1731.0299999999995,1762.0400000000013,1762.2100000000014,1761.0074999999997,1658.2724999999969,1476.222250000002
395,736579.0,1760.1,1776.75,1760.1,1766.55,1733.0079999999996,1760.0600000000009,1761.6200000000013,1760.4399999999998,1661.534999999997,1478.9980000000019
396,736580.0,1773.4,1790.0,1771.0,1787.65,1735.4319999999996,1764.0700000000008,1764.1350000000014,1761.6,1665.0434999999968,1481.942750000002
398,736583.0,1793.0,1829.0,1790.2,1823.35,1738.6379999999997,1778.5600000000009,1770.2450000000013,1764.7450000000001,1668.8039999999971,1485.0692500000018
400,736584.0,1827.7,1839.9,1818.3,1835.2,1742.3009999999995,1794.530000000001,1779.150000000001,1769.0524999999998,1672.6659999999972,1488.321500000002
401,736585.0,1835.0,1849.0,1824.0,1841.85,1745.9659999999994,1810.9200000000012,1786.480000000001,1773.2849999999999,1676.4629999999972,1491.7032500000018
403,736586.0,1840.15,1852.5,1831.5,1839.4,1749.6869999999992,1825.4900000000011,1792.775000000001,1776.1924999999999,1679.8909999999971,1494.953750000002
404,736587.0,1836.0,1851.8,1833.45,1848.95,1753.6909999999991,1837.7500000000014,1800.9100000000012,1780.3699999999997,1683.0499999999975,1498.276250000002
405,736590.0,1853.55,1864.45,1852.5,1860.45,1757.7369999999992,1845.1700000000014,1811.8650000000011,1785.7849999999994,1686.2839999999976,1501.6847500000022
406,736591.0,1864.9,1868.0,1847.55,1849.7,1761.3869999999993,1848.0700000000015,1821.3000000000015,1791.1099999999994,1689.2744999999977,1504.9352500000023
408,736592.0,1848.0,1861.45,1845.25,1848.85,1764.8369999999993,1849.4700000000016,1830.195000000001,1796.2024999999994,1692.0769999999977,1508.193250000002
410,736593.0,1848.0,1848.5,1830.7,1839.1,1768.0109999999995,1849.4100000000017,1837.4500000000012,1799.5349999999994,1695.0029999999979,1511.443250000002
412,736594.0,1834.8,1838.95,1820.0,1824.1,1770.8679999999995,1844.4400000000016,1841.0950000000007,1802.6149999999993,1697.837999999998,1514.5820000000022
414,736597.0,1822.45,1822.45,1792.6,1799.75,1773.1919999999996,1832.3000000000015,1838.735000000001,1804.4899999999993,1700.3924999999979,1517.608500000002
416,736598.0,1789.05,1796.6,1785.0,1792.3,1775.4389999999996,1820.820000000001,1834.4450000000008,1806.7974999999994,1702.967499999998,1520.662000000002
417,736599.0,1796.0,1805.6,1770.0,1776.5,1777.3219999999994,1806.350000000001,1827.910000000001,1807.1949999999993,1705.410499999998,1523.547000000002
419,736600.0,1774.0,1799.0,1763.3,1795.3,1779.5569999999996,1797.5900000000008,1823.5000000000007,1808.1374999999996,1708.015499999998,1526.5320000000022
421,736601.0,1800.1,1822.0,1796.25,1805.7,1781.8249999999994,1793.910000000001,1819.1750000000006,1810.0424999999996,1710.7149999999979,1529.6382500000022
423,736605.0,1808.0,1821.0,1797.1,1808.85,1783.7839999999997,1795.730000000001,1814.0150000000006,1812.9399999999994,1713.2854999999981,1532.751250000002
424,736606.0,1807.9,1811.9,1793.35,1797.0,1785.6629999999996,1796.6700000000012,1808.7450000000003,1815.0224999999996,1715.7914999999982,1535.857750000002
425,736607.0,1795.0,1805.0,1793.1,1798.6,1786.9329999999995,1801.0900000000013,1803.7200000000005,1816.9574999999993,1718.2609999999984,1538.967750000002
427,736608.0,1798.0,1804.45,1794.0,1800.1,1788.1419999999998,1802.0500000000015,1799.8200000000004,1818.634999999999,1720.7279999999985,1542.056750000002
429,736611.0,1798.8,1803.0,1790.5,1795.5,1789.1009999999997,1800.0100000000014,1796.9600000000005,1819.027499999999,1723.0864999999985,1545.150500000002
430,736612.0,1799.0,1814.95,1792.65,1802.7,1789.3619999999999,1798.7800000000013,1797.2550000000006,1817.994999999999,1725.5419999999986,1548.2545000000018
432,736613.0,1803.25,1815.25,1787.6,1790.15,1789.5949999999998,1797.4100000000012,1797.0400000000009,1815.7424999999992,1727.8724999999986,1551.305250000002
433,736614.0,1795.1,1821.45,1788.0,1818.8,1790.283,1801.4500000000012,1801.270000000001,1814.5899999999995,1730.4479999999985,1554.533750000002
434,736615.0,1826.7,1856.55,1822.0,1850.8,1791.355,1811.5900000000008,1806.8200000000008,1815.1599999999994,1733.1959999999983,1557.856500000002
435,736618.0,1860.0,1873.25,1842.0,1857.15,1792.665,1823.9200000000008,1811.9650000000008,1815.5699999999997,1736.0764999999983,1561.2672500000022
436,736619.0,1850.0,1853.7,1839.1,1851.25,1794.0910000000001,1833.6300000000006,1816.205000000001,1815.11,1738.921499999998,1564.5975000000021
438,736620.0,1841.0,1875.0,1839.0,1868.5,1795.656,1849.3000000000006,1823.355000000001,1816.05,1741.4349999999984,1568.006250000002
440,736621.0,1861.8,1865.0,1840.65,1848.4,1796.8529999999998,1855.2200000000007,1828.3350000000014,1816.0275000000001,1743.6589999999983,1571.222250000002
441,736625.0,1859.9,1869.7,1836.05,1863.3,1798.5610000000001,1857.7200000000007,1834.6550000000013,1817.2375000000004,1745.9729999999981,1574.507750000002
443,736626.0,1863.0,1879.6,1853.0,1867.1,1800.6140000000003,1859.710000000001,1841.8150000000012,1819.3875000000003,1748.3534999999983,1577.857750000002
445,736627.0,1860.0,1863.0,1785.0,1795.1,1801.3070000000005,1848.480000000001,1841.055000000001,1819.1550000000002,1749.9424999999983,1580.8837500000018
446,736628.0,1768.0,1810.0,1757.85,1795.35,1802.2330000000004,1833.850000000001,1841.5750000000007,1819.3075000000001,1751.6099999999983,1583.9330000000016
448,736629.0,1804.4,1807.5,1779.0,1791.05,1802.9100000000005,1822.380000000001,1838.8000000000006,1820.0350000000003,1753.177999999998,1586.9572500000015
450,736632.0,1798.25,1816.0,1792.4,1815.0,1803.5850000000005,1812.7200000000012,1835.2200000000007,1821.02,1754.9724999999983,1590.0640000000014
451,736633.0,1811.5,1811.5,1799.25,1808.5,1804.4470000000008,1801.0000000000011,1830.3550000000007,1821.1600000000003,1756.667999999998,1593.1305000000013
452,736634.0,1815.1,1825.0,1812.0,1821.2,1805.8280000000007,1806.2200000000012,1827.3500000000008,1821.7775000000001,1758.4719999999984,1596.1647500000015
453,736635.0,1823.0,1829.8,1816.95,1822.1,1807.4060000000009,1811.570000000001,1822.7100000000005,1823.0325,1760.2454999999984,1599.1052500000014
454,736636.0,1825.7,1840.0,1821.6,1830.7,1809.0800000000008,1819.5000000000014,1820.9400000000005,1824.6375,1761.8844999999988,1602.0837500000014
455,736639.0,1825.0,1840.0,1822.6,1828.6,1810.203000000001,1822.2200000000016,1817.4700000000005,1826.0625,1763.4829999999988,1605.0642500000013
457,736640.0,1838.0,1844.95,1820.75,1823.7,1811.427000000001,1825.2600000000016,1813.1300000000006,1827.4724999999999,1764.9529999999986,1607.9445000000012
458,736641.0,1825.2,1833.6,1819.0,1825.95,1812.701000000001,1826.2100000000016,1816.2150000000008,1828.6349999999998,1766.5004999999987,1610.8817500000014
